machine_id,brand_id,model,model_canonical,machine_type,mount_type,primary_track_size_id,horsepower,operating_weight_lbs,std_gpm,hf_gpm,std_psi,lift_type,coupler_type,validation_status,source_systems,machine_status,canonical_model_group,shopify_handle,shopify_url,navigation_source
mdl_more_terex_pt_100,br_more,TEREX PT-100,TEREX PT-100,,,,,,,,,,,,supplier_products,quarantine,More TEREX PT-100,,,
mdl_more_terex_pt_110f,br_more,TEREX PT-110F,TEREX PT-110F,,,,,,,,,,,,supplier_products,quarantine,More TEREX PT-110F,,,
mdl_more_terex_pt_50,br_more,TEREX PT-50,TEREX PT-50,,,,,,,,,,,,supplier_products,quarantine,More TEREX PT-50,,,
mdl_more_terex_pt_80,br_more,TEREX PT-80,TEREX PT-80,,,,,,,,,,,,supplier_products,quarantine,More TEREX PT-80,,,
mdl_more_toro_dingo_tx1000,br_more,TORO DINGO TX1000,TORO DINGO TX1000,,,,,,,,,,,,supplier_products,quarantine,More TORO DINGO TX1000,,,
mdl_more_toro_dingo_tx1000w,br_more,TORO DINGO TX1000W,TORO DINGO TX1000W,,,,,,,,,,,,supplier_products,quarantine,More TORO DINGO TX1000W,,,
mdl_more_toro_dingo_tx427w,br_more,TORO DINGO TX427W,TORO DINGO TX427W,,,,,,,,,,,,supplier_products,quarantine,More TORO DINGO TX427W,,,
mdl_more_toro_dingo_tx525n,br_more,TORO DINGO TX525N,TORO DINGO TX525N,,,,,,,,,,,,supplier_products,quarantine,More TORO DINGO TX525N,,,
mdl_more_toro_dingo_txl2000,br_more,TORO DINGO TXL2000,TORO DINGO TXL2000,,,,,,,,,,,,supplier_products,quarantine,More TORO DINGO TXL2000,,,
mdl_more_toro_tx1300,br_more,TORO TX1300,TORO TX1300,,,,,,,,,,,,supplier_products,quarantine,More TORO TX1300,,,
mdl_more_toyota_4sdk10,br_more,TOYOTA 4SDK10,TOYOTA 4SDK10,,,,,,,,,,,,supplier_products,quarantine,More TOYOTA 4SDK10,,,
mdl_more_toyota_4sdk8_h,br_more,TOYOTA 4SDK8-H,TOYOTA 4SDK8-H,,,,,,,,,,,,supplier_products,quarantine,More TOYOTA 4SDK8-H,,,
mdl_more_vision_5100_2,br_more,VISION 5100-2,VISION 5100-2,,,,,,,,,,,,supplier_fitment,quarantine,More VISION 5100-2,,,
mdl_more_vogele,br_more,VOGELE,VOGELE,,,,,,,,,,,,supplier_fitment,quarantine,More VOGELE,,,
mdl_more_wacker_dt10,br_more,WACKER DT10,WACKER DT10,,,,,,,,,,,,supplier_products,quarantine,More WACKER DT10,,,
mdl_more_wacker_sm100,br_more,WACKER SM100,WACKER SM100,,,,,,,,,,,,supplier_products,quarantine,More WACKER SM100,,,
mdl_more_xtreme_xr1245,br_more,XTREME XR1245,XTREME XR1245,,,,,,,,,,,,supplier_products,quarantine,More XTREME XR1245,,,
mdl_mustang_1050r,br_mustang,1050R,1050R,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 1050R,,,
mdl_mustang_1350r,br_mustang,1350R,1350R,Mini Excavator,,ts_320x84bx46,,,,,,,,,size_index|supplier_fitment,active_v1,Mustang 1350R,mustang-1350r,/pages/equipment-model/mustang-1350r,track_finder_v1
mdl_mustang_1500r,br_mustang,1500R,1500R,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 1500R,,,
mdl_mustang_1650_rt,br_mustang,1650 RT,1650 RT,,,,,,,,,,,,size_index,reference,Mustang 1650 RT,,,
mdl_mustang_1650r,br_mustang,1650R,1650R,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 1650R,,,
mdl_mustang_1650rt,br_mustang,1650RT,1650RT,Skid Steer,,ts_320x86bx49,,,,,,,,Verified,airtable|fitment_json|shopify_meta|size_index|supplier_fitment,active_v1,Mustang 1650RT,mustang-1650-rt,/pages/equipment-model/mustang-1650-rt,track_finder_v1
mdl_mustang_1650rt_please_confirm_width,br_mustang,1650RT PLEASE CONFIRM WIDTH,1650RT PLEASE CONFIRM WIDTH,,,,,,,,,,,,size_index,quarantine,Mustang 1650RT PLEASE CONFIRM WIDTH,,,
mdl_mustang_1750_rt,br_mustang,1750 RT,1750 RT,Skid Steer,,ts_320x86bx54,,,,,,,,,shopify_meta,active_v1,Mustang 1750 RT,mustang-1750-rt,/pages/equipment-model/mustang-1750-rt,track_finder_v1
mdl_mustang_1750rt,br_mustang,1750RT,1750RT,,,,,,,,,,,,fitment_json|supplier_fitment,reference,Mustang 1750RT,,,
mdl_mustang_1750rt_2,br_mustang,1750RT-2,1750RT-2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 1750RT-2,,,
mdl_mustang_1850rt,br_mustang,1850RT,1850RT,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 1850RT,,,
mdl_mustang_1900r,br_mustang,1900R,1900R,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 1900R,,,
mdl_mustang_2022,br_mustang,2022,2022,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2022,,,
mdl_mustang_2026,br_mustang,2026,2026,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2026,,,
mdl_mustang_2032,br_mustang,2032,2032,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2032,,,
mdl_mustang_2041,br_mustang,2041,2041,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2041,,,
mdl_mustang_2042,br_mustang,2042,2042,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2042,,,
mdl_mustang_2044,br_mustang,2044,2044,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2044,,,
mdl_mustang_2050,br_mustang,2050,2050,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2050,,,
mdl_mustang_2050hiflow,br_mustang,2050HIFLOW,2050HIFLOW,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2050HIFLOW,,,
mdl_mustang_2054,br_mustang,2054,2054,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2054,,,
mdl_mustang_2056,br_mustang,2056,2056,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2056,,,
mdl_mustang_2060,br_mustang,2060,2060,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2060,,,
mdl_mustang_2060hiflow,br_mustang,2060HIFLOW,2060HIFLOW,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2060HIFLOW,,,
mdl_mustang_2064,br_mustang,2064,2064,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2064,,,
mdl_mustang_2066,br_mustang,2066,2066,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2066,,,
mdl_mustang_2070,br_mustang,2070,2070,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2070,,,
mdl_mustang_2070hiflow,br_mustang,2070HIFLOW,2070HIFLOW,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2070HIFLOW,,,
mdl_mustang_2074,br_mustang,2074,2074,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2074,,,
mdl_mustang_2076,br_mustang,2076,2076,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2076,,,
mdl_mustang_2086,br_mustang,2086,2086,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2086,,,
mdl_mustang_2095,br_mustang,2095,2095,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2095,,,
mdl_mustang_2099,br_mustang,2099,2099,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2099,,,
mdl_mustang_2100rt,br_mustang,2100RT,2100RT,Skid Steer,Universal Quick-Attach,ts_450x86bx56,,,,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang 2100RT,mustang-2100rt,/pages/equipment-model/mustang-2100rt,track_finder_v1
mdl_mustang_2100rt_2,br_mustang,2100RT-2,2100RT-2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2100RT-2,,,
mdl_mustang_2105,br_mustang,2105,2105,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2105,,,
mdl_mustang_2109,br_mustang,2109,2109,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2109,,,
mdl_mustang_2150rt,br_mustang,2150RT,2150RT,Skid Steer,,ts_450x86bx56,,,,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang 2150RT,mustang-2150rt,/pages/equipment-model/mustang-2150rt,track_finder_v1
mdl_mustang_2150rt_duplicate,br_mustang,2150RT DUPLICATE,2150RT DUPLICATE,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2150RT DUPLICATE,,,
mdl_mustang_2200r,br_mustang,2200R,2200R,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2200R,,,
mdl_mustang_2300d,br_mustang,2300D,2300D,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2300D,,,
mdl_mustang_2300dx,br_mustang,2300DX,2300DX,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2300DX,,,
mdl_mustang_2500rt,br_mustang,2500RT,2500RT,Skid Steer,Universal Quick-Attach,ts_450x86bx58,,,,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang 2500RT,mustang-2500rt,/pages/equipment-model/mustang-2500rt,track_finder_v1
mdl_mustang_2550rt,br_mustang,2550RT,2550RT,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2550RT,,,
mdl_mustang_2600r,br_mustang,2600R,2600R,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2600R,,,
mdl_mustang_2700v,br_mustang,2700V,2700V,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 2700V,,,
mdl_mustang_3200vt,br_mustang,3200VT,3200VT,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 3200VT,,,
mdl_mustang_3300v,br_mustang,3300V,3300V,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 3300V,,,
mdl_mustang_345,br_mustang,345,345,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 345,,,
mdl_mustang_350z_nxt2,br_mustang,350Z NXT2,350Z NXT2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 350Z NXT2,,,
mdl_mustang_4000v,br_mustang,4000V,4000V,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 4000V,,,
mdl_mustang_4200v,br_mustang,4200V,4200V,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 4200V,,,
mdl_mustang_440,br_mustang,440,440,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 440,,,
mdl_mustang_450z,br_mustang,450Z,450Z,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 450Z,,,
mdl_mustang_450z_nxt2_us_market,br_mustang,450Z-NXT2-US-MARKET,450Z-NXT2-US-MARKET,,,ts_400x755x74,,,,,,,,,size_index,review,Mustang 450Z-NXT2-US-MARKET,,,
mdl_mustang_5003zt,br_mustang,5003ZT,5003ZT,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 5003ZT,,,
mdl_mustang_550z,br_mustang,550Z,550Z,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 550Z,,,
mdl_mustang_7503zt,br_mustang,7503ZT,7503ZT,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 7503ZT,,,
mdl_mustang_800z,br_mustang,800Z,800Z,,,,,,,,,,,,size_index,quarantine,Mustang 800Z,,,
mdl_mustang_920,br_mustang,920,920,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 920,,,
mdl_mustang_930a,br_mustang,930A,930A,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 930A,,,
mdl_mustang_940,br_mustang,940,940,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 940,,,
mdl_mustang_960,br_mustang,960,960,,,,,,,,,,,,supplier_fitment,quarantine,Mustang 960,,,
mdl_mustang_case_17rtnmaxi,br_mustang,CASE 17RTNMAXI,CASE 17RTNMAXI,,,ts_230x48x60,,,,,,,,,shopify_meta,review,Mustang CASE 17RTNMAXI,,,
mdl_mustang_case_cx14,br_mustang,CASE CX14,CASE CX14,,,ts_230x48x70,,,,,,,,,shopify_meta,review,Mustang CASE CX14,,,
mdl_mustang_case_cx15stc,br_mustang,CASE CX15STC,CASE CX15STC,,,ts_230x48x70,,,,,,,,,shopify_meta,review,Mustang CASE CX15STC,,,
mdl_mustang_hr32,br_mustang,HR32,HR32,,,,,,,,,,,,supplier_fitment,quarantine,Mustang HR32,,,
mdl_mustang_hr32ci,br_mustang,HR32CI,HR32CI,,,,,,,,,,,,supplier_fitment,quarantine,Mustang HR32CI,,,
mdl_mustang_ls1000fxj2,br_mustang,LS1000FXJ2,LS1000FXJ2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang LS1000FXJ2,,,
mdl_mustang_ls1000fxj3,br_mustang,LS1000FXJ3,LS1000FXJ3,,,,,,,,,,,,supplier_fitment,quarantine,Mustang LS1000FXJ3,,,
mdl_mustang_me1503,br_mustang,ME1503,ME1503,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME1503,,,
mdl_mustang_me1902,br_mustang,ME1902,ME1902,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME1902,,,
mdl_mustang_me2202,br_mustang,ME2202,ME2202,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME2202,,,
mdl_mustang_me2503,br_mustang,ME2503,ME2503,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME2503,,,
mdl_mustang_me2702,br_mustang,ME2702,ME2702,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME2702,,,
mdl_mustang_me2902,br_mustang,ME2902,ME2902,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME2902,,,
mdl_mustang_me3003,br_mustang,ME3003,ME3003,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME3003,,,
mdl_mustang_me3402,br_mustang,ME3402,ME3402,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME3402,,,
mdl_mustang_me3503,br_mustang,ME3503,ME3503,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME3503,,,
mdl_mustang_me3602,br_mustang,ME3602,ME3602,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME3602,,,
mdl_mustang_me3703,br_mustang,ME3703,ME3703,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME3703,,,
mdl_mustang_me5002,br_mustang,ME5002,ME5002,Mini Excavator,Excavator Pin-On,ts_400x725kx74,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang ME5002,mustang-me5002,/pages/equipment-model/mustang-me5002,track_finder_v1
mdl_mustang_me6002,br_mustang,ME6002,ME6002,Mini Excavator,Excavator Pin-On,ts_400x725kx74,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang ME6002,mustang-me6002,/pages/equipment-model/mustang-me6002,track_finder_v1
mdl_mustang_me6003,br_mustang,ME6003,ME6003,Mini Excavator,Excavator Pin-On,ts_400x725kx74,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang ME6003,mustang-me6003,/pages/equipment-model/mustang-me6003,track_finder_v1
mdl_mustang_me6502,br_mustang,ME6502,ME6502,Mini Excavator,Excavator Pin-On,ts_400x725kx74,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang ME6502,mustang-me6502,/pages/equipment-model/mustang-me6502,track_finder_v1
mdl_mustang_me8002,br_mustang,ME8002,ME8002,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME8002,,,
mdl_mustang_me8003,br_mustang,ME8003,ME8003,,,,,,,,,,,,supplier_fitment,quarantine,Mustang ME8003,,,
mdl_mustang_me_450z_nxt_us_market,br_mustang,ME-450Z-NXT-US-MARKET,ME-450Z-NXT-US-MARKET,,,ts_400x755x74,,,,,,,,,size_index,review,Mustang ME-450Z-NXT-US-MARKET,,,
mdl_mustang_mtl16,br_mustang,MTL16,MTL16,Skid Steer,,ts_320x86x52,65,7498,18.0,,2987,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang MTL16,mustang-mtl16,/pages/equipment-model/mustang-mtl16,track_finder_v1
mdl_mustang_mtl20,br_mustang,MTL20,MTL20,Skid Steer,,ts_450x100x48,80,9590,19.9,,2987,,,Verified,airtable|fitment_json|shopify_meta|size_index|supplier_fitment,active_v1,Mustang MTL20,mustang-mtl20,/pages/equipment-model/mustang-mtl20,track_finder_v1
mdl_mustang_mtl25,br_mustang,MTL25,MTL25,Skid Steer,,ts_450x100x50,96,10692,23.6,,2987,,,Verified,airtable|fitment_json|shopify_meta|size_index|supplier_fitment,active_v1,Mustang MTL25,mustang-mtl25,/pages/equipment-model/mustang-mtl25,track_finder_v1
mdl_mustang_mtl312,br_mustang,MTL312,MTL312,,,,,,,,,,,,supplier_fitment,quarantine,Mustang MTL312,,,
mdl_mustang_mtl316,br_mustang,MTL316,MTL316,Skid Steer,,ts_320x86x52,,,,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Mustang MTL316,mustang-mtl316,/pages/equipment-model/mustang-mtl316,track_finder_v1
mdl_mustang_mtl320,br_mustang,MTL320,MTL320,Skid Steer,,ts_450x100x48,,,,,,,,Verified,airtable|fitment_json|shopify_meta|size_index|supplier_fitment,active_v1,Mustang MTL320,mustang-mtl320,/pages/equipment-model/mustang-mtl320,track_finder_v1
mdl_mustang_mtl325,br_mustang,MTL325,MTL325,Skid Steer,,ts_450x100x50,,,,,,,,Verified,airtable|fitment_json|shopify_meta|size_index|supplier_fitment,active_v1,Mustang MTL325,mustang-mtl325,/pages/equipment-model/mustang-mtl325,track_finder_v1
mdl_mustang_mtl_20,br_mustang,MTL 20,MTL 20,,,ts_450x100x48,,,,,,,,,size_index,reference,Mustang MTL 20,,,
mdl_mustang_mtl_25,br_mustang,MTL 25,MTL 25,,,ts_450x100x50,,,,,,,,,size_index,reference,Mustang MTL 25,,,
mdl_mustang_mtl_320,br_mustang,MTL 320,MTL 320,,,ts_450x100x48,,,,,,,,,size_index,reference,Mustang MTL 320,,,
mdl_mustang_mtl_325,br_mustang,MTL 325,MTL 325,,,ts_450x100x50,,,,,,,,,size_index,reference,Mustang MTL 325,,,
mdl_mustang_n260_2,br_mustang,N260-2,N260-2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang N260-2,,,
mdl_mustang_nagano,br_mustang,NAGANO,NAGANO,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NAGANO,,,
mdl_mustang_nb30,br_mustang,NB30,NB30,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NB30,,,
mdl_mustang_nissan,br_mustang,NISSAN,NISSAN,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NISSAN,,,
mdl_mustang_ns25,br_mustang,NS25,NS25,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS25,,,
mdl_mustang_ns30,br_mustang,NS30,NS30,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS30,,,
mdl_mustang_ns35,br_mustang,NS35,NS35,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS35,,,
mdl_mustang_ns35_2,br_mustang,NS35-2,NS35-2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS35-2,,,
mdl_mustang_ns35_2a,br_mustang,NS35-2A,NS35-2A,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS35-2A,,,
mdl_mustang_ns35_2b,br_mustang,NS35-2B,NS35-2B,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS35-2B,,,
mdl_mustang_ns45,br_mustang,NS45,NS45,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS45,,,
mdl_mustang_ns45_2,br_mustang,NS45-2,NS45-2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS45-2,,,
mdl_mustang_ns75_2,br_mustang,NS75-2,NS75-2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang NS75-2,,,
mdl_mustang_rt2100,br_mustang,RT2100,RT2100,Skid Steer,,ts_450x86bx56,,,,,,,,Needs Review,airtable|shopify_meta,active_v1,Mustang RT2100,mustang-rt2100,/pages/equipment-model/mustang-rt2100,track_finder_v1
mdl_mustang_rt2500,br_mustang,RT2500,RT2500,Skid Steer,,ts_450x86bx58,,,,,,,,Needs Review,airtable|shopify_meta,active_v1,Mustang RT2500,mustang-rt2500,/pages/equipment-model/mustang-rt2500,track_finder_v1
mdl_mustang_s100,br_mustang,S100,S100,,,,,,,,,,,,supplier_fitment,quarantine,Mustang S100,,,
mdl_mustang_s100f2,br_mustang,S100F2,S100F2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang S100F2,,,
mdl_mustang_s100fj3,br_mustang,S100FJ3,S100FJ3,,,,,,,,,,,,supplier_fitment,quarantine,Mustang S100FJ3,,,
mdl_mustang_s_b25_1,br_mustang,S B25-1,S B25-1,,,,,,,,,,,,supplier_fitment,quarantine,Mustang S B25-1,,,
mdl_mustang_s_b25_2,br_mustang,S B25-2,S B25-2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang S B25-2,,,
mdl_mustang_scat_trak,br_mustang,SCAT TRAK,SCAT TRAK,,,,,,,,,,,,supplier_fitment,quarantine,Mustang SCAT TRAK,,,
mdl_mustang_schaeff,br_mustang,SCHAEFF,SCHAEFF,,,,,,,,,,,,supplier_fitment,quarantine,Mustang SCHAEFF,,,
mdl_mustang_sh30jx,br_mustang,SH30JX,SH30JX,,,,,,,,,,,,supplier_fitment,quarantine,Mustang SH30JX,,,
mdl_mustang_sh30jx2,br_mustang,SH30JX2,SH30JX2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang SH30JX2,,,
mdl_mustang_sh32j,br_mustang,SH32J,SH32J,,,,,,,,,,,,supplier_fitment,quarantine,Mustang SH32J,,,
mdl_mustang_sh40uj2,br_mustang,SH40UJ2,SH40UJ2,,,,,,,,,,,,supplier_fitment,quarantine,Mustang SH40UJ2,,,
mdl_mustang_sumitomo,br_mustang,SUMITOMO,SUMITOMO,,,,,,,,,,,,supplier_fitment,quarantine,Mustang SUMITOMO,,,
mdl_mustang_vts,br_mustang,VTS,VTS,,,,,,,,,,,,supplier_fitment,quarantine,Mustang VTS,,,
mdl_mustang_vts54,br_mustang,VTS54,VTS54,,,,,,,,,,,,supplier_fitment,quarantine,Mustang VTS54,,,
mdl_mustang_vts58,br_mustang,VTS58,VTS58,,,,,,,,,,,,supplier_fitment,quarantine,Mustang VTS58,,,
mdl_new_holland_1300c,br_new_holland,1300C,1300C,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 1300C,,,
mdl_new_holland_1300d,br_new_holland,1300D,1300D,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 1300D,,,
mdl_new_holland_1500d,br_new_holland,1500D,1500D,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 1500D,,,
mdl_new_holland_1500d_duplicate,br_new_holland,1500D DUPLICATE,1500D DUPLICATE,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 1500D DUPLICATE,,,
mdl_new_holland_1500dx,br_new_holland,1500DX,1500DX,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 1500DX,,,
mdl_new_holland_1700c,br_new_holland,1700C,1700C,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 1700C,,,
mdl_new_holland_1750d,br_new_holland,1750D,1750D,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 1750D,,,
mdl_new_holland_2000d,br_new_holland,2000D,2000D,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 2000D,,,
mdl_new_holland_2000dx,br_new_holland,2000DX,2000DX,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 2000DX,,,
mdl_new_holland_2300d,br_new_holland,2300D,2300D,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 2300D,,,
mdl_new_holland_2300dx,br_new_holland,2300DX,2300DX,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 2300DX,,,
mdl_new_holland_33c,br_new_holland,33C,33C,,,ts_300x525x86,,,,,,,,,size_index,review,New Holland 33C,,,
mdl_new_holland_545,br_new_holland,545,545,,,,,,,,,,,,supplier_fitment,quarantine,New Holland 545,,,
mdl_new_holland_555e,br_new_holland,555E,555E,,,,,,,,,,,,supplier_fitment|supplier_products,quarantine,New Holland 555E,,,
mdl_new_holland_c175,br_new_holland,C175,C175,Skid Steer,Universal Quick-Attach,ts_320x86bx50,60,7535,17.2,,2600,,,Verified,airtable|fitment_json|size_index|supplier_fitment|supplier_products,active_v1,New Holland C175,new-holland-c175,/pages/equipment-model/new-holland-c175,track_finder_v1
mdl_new_holland_c180,br_new_holland,C180,C180,Skid Steer,,ts_320x86x52,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,New Holland C180,new-holland-c180,/pages/equipment-model/new-holland-c180,track_finder_v1
mdl_new_holland_c185,br_new_holland,C185,C185,Skid Steer,Universal Quick-Attach,ts_450x86bx55,78,9153,19.3,,3050,,,Verified,airtable|fitment_json|supplier_fitment|supplier_products,active_v1,New Holland C185,new-holland-c185,/pages/equipment-model/new-holland-c185,track_finder_v1
mdl_new_holland_c190,br_new_holland,C190,C190,Skid Steer,Universal Quick-Attach,ts_450x86bx55,80,9810,21.9,,3050,,,Verified,airtable|fitment_json|supplier_fitment,active_v1,New Holland C190,new-holland-c190,/pages/equipment-model/new-holland-c190,track_finder_v1
mdl_new_holland_c195,br_new_holland,C195,C195,,,,,,,,,,,,supplier_fitment|supplier_products,quarantine,New Holland C195,,,
mdl_new_holland_c227,br_new_holland,C227,C227,Skid Steer,,ts_320x86bx50,,8267,24.2,324.0,3046,,,Verified,airtable|fitment_json|size_index|supplier_fitment,active_v1,New Holland C227,new-holland-c227,/pages/equipment-model/new-holland-c227,track_finder_v1
mdl_new_holland_c232,br_new_holland,C232,C232,Skid Steer,Universal Quick-Attach,ts_450x86bx55,,9634,24.2,37.6,3046,,,Verified,airtable|fitment_json|supplier_fitment,active_v1,New Holland C232,new-holland-c232,/pages/equipment-model/new-holland-c232,track_finder_v1
mdl_new_holland_c233,br_new_holland,C233,C233,Compact Track Loader,Universal Quick-Attach,ts_320x86x52,,,,,,,,Needs Review,airtable,review,New Holland C233,,,
mdl_new_holland_c234,br_new_holland,C234,C234,Skid Steer,Universal Quick-Attach,ts_450x86bx55,,10000,24.2,37.6,3046,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,New Holland C234,new-holland-c234,/pages/equipment-model/new-holland-c234,track_finder_v1
mdl_new_holland_c237,br_new_holland,C237,C237,Skid Steer,Universal Quick-Attach,ts_450x86bx55,,9149,24.2,37.6,3046,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,New Holland C237,new-holland-c237,/pages/equipment-model/new-holland-c237,track_finder_v1
mdl_new_holland_c238,br_new_holland,C238,C238,Skid Steer,Universal Quick-Attach,ts_450x86bx55,,10099,24.2,37.6,3046,,,Verified,airtable|fitment_json|supplier_fitment,active_v1,New Holland C238,new-holland-c238,/pages/equipment-model/new-holland-c238,track_finder_v1
mdl_new_holland_c245,br_new_holland,C245,C245,Skid Steer,Universal Quick-Attach,ts_450x86bx55,,,,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,New Holland C245,new-holland-c245,/pages/equipment-model/new-holland-c245,track_finder_v1
mdl_new_holland_c314,br_new_holland,C314,C314,Mini Excavator,Universal Quick-Attach,ts_180x72kx45,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta|size_index|supplier_fitment,active_v1,New Holland C314,new-holland-c314,/pages/equipment-model/new-holland-c314,track_finder_v1
mdl_new_holland_c327,br_new_holland,C327,C327,Skid Steer,Universal Quick-Attach,ts_320x86bx50,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,New Holland C327,new-holland-c327,/pages/equipment-model/new-holland-c327,track_finder_v1
