Handle,Command,Field: primary_track_size,Field: hero_image,Field: track_products [list.product_reference],Field: uc_products [list.product_reference]
caterpillar-289d,MERGE,450x86Bx56,,"450x86x56-rubber-track-multi-bar, bs4008656bxd, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4008656hdbl, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-front-idler-fi304-1878, heavy-duty-front-idler-fi348-9647, heavy-duty-rear-idler-rr304-1894, heavy-duty-sprocket-sp304-1916, heavy-duty-track-roller-tr304-1890"
caterpillar-289d3,MERGE,450x86Bx56,,"450x86x56-rubber-track-multi-bar, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-front-idler-fi304-1878, heavy-duty-front-idler-fi348-9647, heavy-duty-rear-idler-rr304-1894, heavy-duty-sprocket-sp304-1916, heavy-duty-track-roller-tr304-1890"
caterpillar-297c,MERGE,,,"639-1830, tnt457101651hdmb","bw10, heavy-duty-sprocket-tb39, oss39, sis39"
caterpillar-297d2,MERGE,,,"639-1830, tnt457101651hdmb","oss39, sis39"
caterpillar-297d2-xhp,MERGE,,,"639-1830, tnt457101651hdmb","oss39, sis39"
caterpillar-299c,MERGE,450x86Bx60,,"450x86x60-rubber-track-c-block, bs4508660bxd, bs4508660cxd, bs4508660mbxd, bs4508660vxd, bs4508660xdzb, sd4508660bbe, tnt4508660hdbd, tnt4508660hdbl, tnt4508660hdmb, tnt4508660hdxt, tnt4508660hdz, tnt4508660hdzb, tnt4508660sdc","heavy-duty-front-idler-fi304-1878, heavy-duty-front-idler-fi348-9647, heavy-duty-rear-idler-rr304-1894, heavy-duty-sprocket-sp304-1916, heavy-duty-track-roller-tr304-1890"
caterpillar-299d,MERGE,450x86Bx60,,"450x86x60-rubber-track-c-block, bs4508660bxd, bs4508660cxd, bs4508660mbxd, bs4508660vxd, bs4508660xdzb, sd4508660bbe, tnt4008660hdbl, tnt4508660hdbd, tnt4508660hdbl, tnt4508660hdmb, tnt4508660hdxt, tnt4508660hdz, tnt4508660hdzb, tnt4508660sdc","heavy-duty-front-idler-fi304-1878, heavy-duty-front-idler-fi348-9647, heavy-duty-rear-idler-rr304-1894, heavy-duty-sprocket-sp304-1916, heavy-duty-track-roller-tr304-1890"
caterpillar-299d-xhp,MERGE,450x86Bx60,,"450x86x60-rubber-track-c-block, bs4508660bxd, bs4508660cxd, bs4508660mbxd, bs4508660vxd, bs4508660xdzb, sd4508660bbe, tnt4008660hdbl, tnt4508660hdbd, tnt4508660hdbl, tnt4508660hdmb, tnt4508660hdxt, tnt4508660hdz, tnt4508660hdzb, tnt4508660sdc","heavy-duty-front-idler-fi304-1878, heavy-duty-front-idler-fi348-9647, heavy-duty-rear-idler-rr304-1894, heavy-duty-sprocket-sp304-1916, heavy-duty-track-roller-tr304-1890"
caterpillar-299d2,MERGE,450x86Bx60,,"450x86x60-rubber-track-c-block, bs4508660bxd, bs4508660cxd, bs4508660mbxd, bs4508660vxd, bs4508660xdzb, sd4508660bbe, tnt4008660hdbl, tnt4508660hdbd, tnt4508660hdbl, tnt4508660hdmb, tnt4508660hdxt, tnt4508660hdz, tnt4508660hdzb, tnt4508660sdc","heavy-duty-front-idler-fi304-1878, heavy-duty-front-idler-fi348-9647, heavy-duty-rear-idler-rr304-1894, heavy-duty-sprocket-sp304-1916, heavy-duty-track-roller-tr304-1890"
caterpillar-299d3,MERGE,450x86Bx60,,"450x86x60-rubber-track-c-block, bs4508660bxd, bs4508660cxd, bs4508660mbxd, bs4508660vxd, bs4508660xdzb, sd4508660bbe, tnt4008660hdbl, tnt4508660hdbd, tnt4508660hdbl, tnt4508660hdmb, tnt4508660hdxt, tnt4508660hdz, tnt4508660hdzb, tnt4508660sdc","heavy-duty-front-idler-fi304-1878, heavy-duty-front-idler-fi348-9647, heavy-duty-rear-idler-rr304-1894, heavy-duty-sprocket-sp304-1916, heavy-duty-track-roller-tr304-1890"
caterpillar-300-9d,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
caterpillar-301-5,MERGE,230x96x31,,"230x48x62-rubber-track-directional, 230x48x64-rubber-track-directional, t230x96x31nk","heavy-duty-front-idler-fi226-4049, heavy-duty-track-roller-tr139-6261"
caterpillar-301-7d,MERGE,230x48x72,,230x48x72-rubber-track-directional,
caterpillar-301-6c,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
caterpillar-301-8c,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
caterpillar-302-5,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350, heavy-duty-carrier-roller-cr146-6064, heavy-duty-track-roller-tr185-7280"
caterpillar-302-5c,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350, heavy-duty-carrier-roller-cr146-6064, heavy-duty-track-roller-tr266-8793"
caterpillar-303-5,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd","bo101-300, bo101-350, heavy-duty-carrier-roller-cr146-6064, heavy-duty-front-idler-fi172-2100, heavy-duty-track-roller-tr185-7280"
caterpillar-303-5d,MERGE,300x52.5Wx90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-303-5d-cr,MERGE,300x52.5Wx90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-303-5e-cr,MERGE,300x52.5Wx90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-303ccr,MERGE,300x52.5Wx90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-303ecr,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd","heavy-duty-carrier-roller-cr266-8794, heavy-duty-track-roller-tr266-8793"
caterpillar-304,MERGE,300x52.5Wx90,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","heavy-duty-carrier-roller-cr277-8576, heavy-duty-front-idler-fi241-5973, heavy-duty-sprocket-sp158-4795, heavy-duty-track-roller-tr340-8957"
caterpillar-304-5,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400, heavy-duty-front-idler-fi240-6304, heavy-duty-front-idler-fi241-5973, heavy-duty-sprocket-sp158-4795, heavy-duty-track-roller-tr340-8957"
caterpillar-304-5e2,MERGE,300x52.5Wx90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-304c,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
caterpillar-304ccr,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
caterpillar-304cr,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-cr277-8576, heavy-duty-front-idler-fi241-5973, heavy-duty-sprocket-sp158-4795, heavy-duty-track-roller-tr340-8957"
caterpillar-304d,MERGE,300x52.5Wx90,,350x52-5bx90-rubber-track-directional,
caterpillar-304d-cr,MERGE,350x52.5x90,,350x52-5bx90-rubber-track-directional,
caterpillar-304e,MERGE,300x52.5Wx90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-304e-cr,MERGE,350x52.5x90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-304e2,MERGE,300x52.5Wx90,,"300x52-5x90-rubber-track-directional, sd30052590v1iwa, st101-45-67-300-46l",
caterpillar-305-5,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400, heavy-duty-front-idler-fi241-5973, heavy-duty-sprocket-sp158-4795, heavy-duty-track-roller-tr340-8957"
caterpillar-305-5d-cr,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
caterpillar-305-5e,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l","bo135-400, ct135-51-72-400, heavy-duty-track-roller-tr265-7674"
caterpillar-305-5e-cr,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
caterpillar-305-5e2,MERGE,400x72.5Kx72,,"400x72-5wx76-rubber-track-directional, 400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400, heavy-duty-track-roller-tr265-7674"
caterpillar-305c-cr,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
caterpillar-305d,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
caterpillar-305dcr,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-cr265-7675, heavy-duty-sprocket-sp158-4795, heavy-duty-track-roller-tr265-7674"
caterpillar-305e-cr,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
caterpillar-305e2,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
caterpillar-308cr,MERGE,450x81Nx78,,450x71x82-rubber-track-directional,
caterpillar-308ccr,MERGE,450x81Nx78,,"ht154-45-73-450-40l, tnt45081n78hd",
caterpillar-308c-sr,MERGE,450x81Nx78,,"ht154-45-73-450-40l, tnt45081n78hd",
caterpillar-308d-cr,MERGE,450x81Nx78,,"ht154-45-73-450-40l, tnt45081n78hd",
caterpillar-308e-cr,MERGE,450x81Nx78,,"ht154-45-73-450-40l, tnt45081n78hd",
caterpillar-308e2-cr,MERGE,450x81Nx78,,450x71x82-rubber-track-directional,
caterpillar-mm15t,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
cormidi-c85,MERGE,180x72x36,,180x72x36-rubber-track-directional,
daewoo-ah-30,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
daewoo-sl-035,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
daewoo-solar-018vt,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
daewoo-solar-007,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
daewoo-solar-010,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
daewoo-solar-030,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,
daewoo-solar-035,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
daewoo-solar-10,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
daewoo-solar-25,MERGE,300x52.5Nx74,,300x52-5nx74-rubber-track-directional,
daewoo-solar-35,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
daewoo-solar-55,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
daewoo-solar-55-3,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
daewoo-solar-55-5,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
daewoo-solar-55-v,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
ditch-witch-ht-25-trencher,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
ditch-witch-ht-25k-saw-machine,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
ditch-witch-jt-1200-drilling-machine,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
ditch-witch-jt-2320-drilling-machine,MERGE,300x52.5Nx78,,300x52-5nx78-rubber-track-directional,
ditch-witch-jt-2511-drilling-machine,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
ditch-witch-jt-40-drilling-machine,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
ditch-witch-jt-5,MERGE,180x72x39,,"180x72x39-rubber-tracks, bs1807239cxd, tnt1807239hd",
ditch-witch-jt-520,MERGE,180x72x39,,"180x72x39-rubber-tracks, bs1807239cxd, tnt1807239hd",
ditch-witch-jt-2520-drilling-machine,MERGE,,,"300x52-5nx92-rubber-track-directional, tnt3205490hd",
ditch-witch-jt-2720-mach-1-drilling-machine,MERGE,,,"300x52-5nx92-rubber-track-directional, tnt3205490hd",
ditch-witch-jt-860-drilling-machine,MERGE,,,"300x52-5nx92-rubber-track-directional, tnt3205490hd",
ditch-witch-mx352,MERGE,300x52.5x86,,st101-45-67-300-45l,
ditch-witch-mx182,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
ditch-witch-sk1050,MERGE,230x72Kx44,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk1050-hero.webp,"230x72x39-rubber-track-c-block, tnt18072k44hd, tnt23072k44hd",
ditch-witch-sk-1550,MERGE,250x72x52,,"230x72x43-rubber-track-directional, 250x72x52-rubber-track-c-block, tnt2507252hd",
ditch-witch-sk500,MERGE,180x72x39,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk500-hero.webp,"180x72x39-rubber-tracks, 230x72x39-rubber-track-c-block, bs1807239cxd, tnt1807239hd",
ditch-witch-sk-600,MERGE,180x72x40,,"180x72x37-rubber-track-c-block, 180x72x40-rubber-track-directional",
ditch-witch-sk-650,MERGE,180x72x42,,"180x72x37-rubber-track-c-block, 230x72x42-rubber-track-directional, tnt1807242hdc",
ditch-witch-sk750,MERGE,230x72Kx44,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk750-hero.webp,"230x72x39-rubber-track-c-block, tnt18072k44hd, tnt23072k44hd",
ditch-witch-sk752,MERGE,230x72Kx44,,"tnt18072k44hd, tnt23072k44hd",
ditch-witch-sk755,MERGE,230x72Kx44,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk755-hero.webp,"230x72x39-rubber-track-c-block, tnt18072k44hd, tnt23072k44hd",
ditch-witch-sk800,MERGE,230x72Kx44,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk800-hero.webp,"tnt18072k44hd, tnt23072k44hd",
ditch-witch-sk850,MERGE,230x72Kx44,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk850-hero.webp,"tnt18072k44hd, tnt23072k44hd",
ditch-witch-sk900,MERGE,230x72Kx44,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk900-hero.webp,"230x72x39-rubber-track-c-block, tnt18072k44hd, tnt23072k44hd",
doosan-dx27z,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",
doosan-dx30z,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
doosan-dx35,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd","heavy-duty-carrier-roller-crrc411-21903, heavy-duty-front-idler-fi7199074"
doosan-dx35-z7,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",bo101-300
doosan-dx35-5,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
doosan-dx35z,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",bo101-300
doosan-dx50k-5,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
doosan-dx55,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400"
doosan-dx-55z,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
doosan-dx60r,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l","bo135-400, ct135-51-72-400"
doosan-dx62r-3,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
doosan-dx63-3,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
doosan-dx80r,MERGE,450x81Nx76,,"bs45081w76xd, ht154-58-90-450-40l, st154-58-90-450-39l, tnt45081w76hd",
doosan-dx85r,MERGE,450x81Nx76,,"bs45081w76xd, ht154-58-90-450-40l, st154-58-90-450-39l, tnt45081w76hd",
doosan-dx85r-3,MERGE,450x81Nx76,,"bs45081w76xd, ht154-58-90-450-40l, st154-58-90-450-39l, tnt45081w76hd",
doosan-s55,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l",
gehl-303,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350"
gehl-502,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, st135-53-80-400-39l","bo135-400, ct135-51-72-400"
gehl-503z,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, st135-53-80-400-39l","bo135-400, ct135-51-72-400"
gehl-603,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, st135-53-80-400-39l","bo135-400, ct135-51-72-400"
gehl-ctl135,MERGE,320x86x52,,"tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
gehl-ctl55,MERGE,320x86x52,,"320x86x46-rubber-track-c-block, tnt32086t46hdbl, tnt32086t46sdbl, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
gehl-ctl60,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl60-hero.webp,"tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb","heavy-duty-front-idler-fi08801-40000, heavy-duty-rear-idler-rr08801-35600, heavy-duty-sprocket-sp08801-66210, heavy-duty-track-roller-tr08801-30000"
gehl-ctl65,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl65-hero.webp,"tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb","heavy-duty-front-idler-fi08801-40000, heavy-duty-rear-idler-rr08801-35600, heavy-duty-sprocket-sp08801-66210, heavy-duty-track-roller-tr08801-30000"
gehl-ctl70,MERGE,450x100x48,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl70-hero.webp,"450x100x48-rubber-track-c-block, tnt45010048hdbl, tnt45010048hdmb, tnt45010048hdsb, tnt45010048hdzb, tnt45010048sdc","heavy-duty-front-idler-fi08811-40300, heavy-duty-rear-idler-rr08811-31300, heavy-duty-sprocket-sp08811-60110, heavy-duty-sprocket-sp08821-60010, heavy-duty-track-roller-tr08811-30500"
gehl-ctl75,MERGE,450x100x48,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl75-hero.webp,"450x100x48-rubber-track-c-block, tnt45010048hdbl, tnt45010048hdmb, tnt45010048hdsb, tnt45010048hdzb, tnt45010048sdc","heavy-duty-front-idler-fi08811-40300, heavy-duty-rear-idler-rr08811-31300, heavy-duty-sprocket-sp08811-60110, heavy-duty-track-roller-tr08811-30500"
gehl-ctl80,MERGE,450x100x50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl80-hero.webp,"450x100x50-rubber-track-c-block, tnt45010050hdbl, tnt45010050hdmb, tnt45010050hdsb, tnt45010050hdzb, tnt45010050sdc","heavy-duty-front-idler-fi08811-40300, heavy-duty-rear-idler-rr08811-31300, heavy-duty-sprocket-sp08811-60110, heavy-duty-track-roller-tr08811-30500"
gehl-ctl85,MERGE,450x100x50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl85-hero.webp,"450x100x50-rubber-track-c-block, tnt45010050hdbl, tnt45010050hdmb, tnt45010050hdsb, tnt45010050hdzb, tnt45010050sdc","heavy-duty-front-idler-fi08811-40300, heavy-duty-rear-idler-rr08811-31300, heavy-duty-sprocket-sp08811-60110, heavy-duty-track-roller-tr08811-30500"
gehl-ge342,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
gehl-ge362,MERGE,300x52.5Nx84,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
gehl-ge502,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, st135-53-80-400-39l","bo135-400, ct135-51-72-400"
gehl-ge602,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, st135-53-80-400-39l","bo135-400, ct135-51-72-400"
equipment-model-6awxkbkh,MERGE,250x72x52,,"230x72x43-rubber-track-directional, 250x72x52-rubber-track-c-block, tnt2507252hd",
gehl-rt135,MERGE,320x84Bx46,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt135-hero.webp,"230x72x43-rubber-track-directional, tnt3208446hdbl, tnt3208446hdc",
gehl-rt165,MERGE,320x86Bx49,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt165-hero.webp,"400x86x49-rubber-track-zig-zag, bs3208649bxd, bs3208649cxd, bs3208649mbxd, bs4008649cxd, tnt3208649hdbd, tnt3208649hdbl, tnt3208649hdc, tnt3208649hdmb, tnt3208649hdz, tnt3208649hdzb, tnt3208649sdc, tnt4008649hdbd, tnt4008649hdbl, tnt4008649hdc, tnt4008649hdmb, tnt4008649hdz","heavy-duty-front-idler-fi271005, heavy-duty-rear-idler-rr275574, heavy-duty-track-roller-trid2802"
gehl-rt210,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt210-hero.webp,"450x86x56-rubber-track-multi-bar, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-front-idler-fi271005, heavy-duty-rear-idler-rr275574, heavy-duty-sprocket-spid2711, heavy-duty-track-roller-trid2802"
gehl-rt215,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt215-hero.webp,"450x86x56-rubber-track-multi-bar, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-front-idler-fi271005, heavy-duty-rear-idler-rr275574, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-trid2802"
gehl-rt250,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt250-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-front-idler-fi271005, heavy-duty-rear-idler-rr275574, heavy-duty-sprocket-sp87460888, heavy-duty-sprocket-spid2711, heavy-duty-track-roller-trid2802"
gehl-rt255,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt255-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-front-idler-fi271005, heavy-duty-rear-idler-rr275574, heavy-duty-sprocket-sp87460888, heavy-duty-sprocket-spid2711, heavy-duty-track-roller-trid2802"
gehl-vt320,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-vt320-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-front-idler-fi271005, heavy-duty-rear-idler-rr275574, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-trid2802"
hanix-h36b,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
hanix-h36c,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
hanix-h36cr,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
hanix-h36r,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,
hitachi-30u,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",bo101-300
hitachi-35u,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",bo101-300
hitachi-ex35u,MERGE,300x52.5x86,,st101-45-67-300-45l,
hitachi-ex12,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",heavy-duty-track-roller-tr4340393
hitachi-ex12-1,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
hitachi-ex12-2,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
hitachi-ex15,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
hitachi-ex15-1,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
hitachi-ex15-2,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
hitachi-ex15u,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
hitachi-ex16,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
hitachi-ex17,MERGE,230x48x70,,,heavy-duty-track-roller-tr4340393
hitachi-ex35,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,bo101-300
hitachi-ex36u,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",bo101-300
