Handle,Command,Field: primary_track_size,Field: hero_image,Field: track_products [list.product_reference],Field: uc_products [list.product_reference]
jcb-802-7-zts,MERGE,300x52.5Nx74,,"bs300525w84xd, tnt300525w84hd",
jcb-8025zts,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd",bo101-300
jcb-8026,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd",
jcb-803,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd","bo101-300, bo101-350, heavy-duty-carrier-roller-crt006m027"
jcb-803-magnum,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd",
jcb-803-plus,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd",
jcb-803-super,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd",
jcb-8030zts,MERGE,300x52.5Nx84,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/jcb-8030zts-hero.webp,"bs300525w84xd, tnt300525w84hd",
jcb-803-2-zts,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd",bo101-300
jcb-8035zts,MERGE,300x52.5Nx84,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/jcb-8035zts-hero.webp,"bs300525w84xd, tnt300525w84hd",
jcb-8035z,MERGE,300x52.5Nx84,,"300x52-5kx88-rubber-track-directional, 300x52-5x88-rubber-track-mx, bs300525w84xd, tnt300525w84hd",bo101-300
jcb-803e,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd",bo101-300
jcb-804,MERGE,300x52.5Nx84,,"350x52-5wx86-rubber-track-directional, bs300525w84xd, bs35052586xd, tnt300525w84hd",heavy-duty-carrier-roller-crt006m027
jcb-8045zts,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-crrd411-22900"
jcb-805,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400, heavy-duty-track-roller-trmu5178"
jcb-8050zts,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/jcb-8050zts-hero.webp,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",
jcb-805-2,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400, heavy-duty-track-roller-trmu5178"
jcb-8055rts,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",
jcb-8055z,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725n74xd, bs400725w74xd, ht135-41-64-400-39l, st135-41-64-400-39l, st135-53-80-400-39l, tnt400725n74hd","bo135-400, ct135-51-72-400"
jcb-8055zts,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",
jcb-806,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400"
jcb-8060,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-track-roller-trmu5178"
jcb-8065rts,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725n74xd, bs400725w74xd, ht135-41-64-400-39l, st135-41-64-400-39l, st135-53-80-400-39l, tnt400725n74hd","bo135-400, ct135-51-72-400"
jcb-8080,MERGE,450x81Nx76,,"450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450"
jcb-8080zts,MERGE,450x81.5x76,,450x71x82-rubber-track-directional,
jcb-8085zts,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l","bo154-450, co154-450, ct154-45-73-450"
jcb-85z-1,MERGE,450x81Nx78,,"ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n78hd","bo154-450, co154-450, ct154-45-73-450"
jcb-86c-1,MERGE,450x81Nx78,,"ht154-45-73-450-40l, tnt45081n78hd",ct154-45-73-450
jcb-jz-70,MERGE,450x81.5x76,,"450x81x76-rubber-track-directional, st154-45-73-450-40l",
john-deere-17d,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fi9312918, heavy-duty-sprocket-sp2056268, heavy-duty-track-roller-tr4340393"
john-deere-17g,MERGE,230x48x70,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-17g-hero.webp,"230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fi9312918, heavy-duty-sprocket-sp2056268, heavy-duty-track-roller-tr4340393"
john-deere-17p,MERGE,230x48x70,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/john-deere-excavator-hero.webp?v=1773971529,"230x48x70-rubber-track-directional, bs2304870xd",
john-deere-17zts,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fi9312918, heavy-duty-sprocket-sp2056268, heavy-duty-track-roller-tr4340393"
john-deere-26g,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-26g-hero.webp,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, heavy-duty-carrier-roller-cr4718355, heavy-duty-front-idler-fi9132562, heavy-duty-sprocket-sp2054262, heavy-duty-track-roller-tr4340535"
john-deere-27d,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, heavy-duty-carrier-roller-cr4718355, heavy-duty-carrier-roller-cr9237948, heavy-duty-front-idler-fi9269094, heavy-duty-sprocket-sp1032265, heavy-duty-track-roller-tr4340535"
john-deere-27zts,MERGE,300x52.5Nx78,,300x52-5nx78-rubber-track-directional,"bo101-300, heavy-duty-sprocket-sp2043505"
john-deere-30g,MERGE,300x52.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-30g-hero.webp,"bs30052586rsxd, tnt300525n86hd","bo101-300, heavy-duty-carrier-roller-cr4718355, heavy-duty-front-idler-fi9269094, heavy-duty-sprocket-sp1032265, heavy-duty-track-roller-tr4340535"
john-deere-317g,MERGE,320x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-317g-hero.webp,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-idler-fiid2076, heavy-duty-rear-idler-rrat493209, heavy-duty-sprocket-spt349306, heavy-duty-track-roller-trid2802"
john-deere-319d,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-319d-hero.webp,"320x86x52-rubber-tracks, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2711, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-319e,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-319e-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-323d,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-323d-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2641, heavy-duty-sprocket-spid2711, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-323e,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-323e-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2711, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-325g,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-325g-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-329d,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-329d-hero.webp,"450x86x56-rubber-track-multi-bar, bs4008656bxd, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4008656hdbl, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2641, heavy-duty-sprocket-spid2711, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-329e,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-329e-hero.webp,"450x86x56-rubber-track-multi-bar, bs4008656bxd, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4008656hdbl, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2641, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-331g,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-331g-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4008658hdbl, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-331p,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-331p-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc",
john-deere-333d,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-333d-hero.webp,"450x86x56-rubber-track-multi-bar, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2641, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-333e,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-333e-hero.webp,"450x86x56-rubber-track-multi-bar, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-333g,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-333g-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4008658hdbl, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-sprocket-spt254141, heavy-duty-track-roller-trid2802"
john-deere-333p,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-333p-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4008658hdbl, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc",
john-deere-335p,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-335p-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc",
john-deere-35czts,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd","heavy-duty-carrier-roller-cr4392416, heavy-duty-sprocket-sp2039666, heavy-duty-track-roller-tr4340535"
john-deere-35d,MERGE,300x52.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-35d-hero.webp,"300x52-5x86-rubber-track-mx, bs30052586rsxd, tnt300525n86hd","bo101-300, heavy-duty-carrier-roller-cr4718355, heavy-duty-carrier-roller-cr9237948, heavy-duty-front-idler-fi9269094, heavy-duty-sprocket-sp1032265, heavy-duty-sprocket-sp2039666, heavy-duty-track-roller-tr4340535"
john-deere-35g,MERGE,300x52.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-35g-hero.webp,"bs30052586rsxd, tnt300525n86hd","bo101-300, heavy-duty-carrier-roller-cr4718355, heavy-duty-front-idler-fi9269094, heavy-duty-sprocket-sp1032265, heavy-duty-track-roller-tr4340535"
john-deere-35p,MERGE,300x52.5x86,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/john-deere-excavator-hero.webp?v=1773971529,"bs30052586rsxd, tnt300525n86hd",heavy-duty-sprocket-sp1032265
john-deere-35zts,MERGE,300x52.5x86,,"300x52-5x86-rubber-track-mx, bs30052586rsxd, tnt300525n86hd","bo101-300, heavy-duty-carrier-roller-cr4392416, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-sprocket-sp2039666, heavy-duty-track-roller-tr4340535"
john-deere-50d,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725n74xd, bs400725w74xd, ht135-41-64-400-39l, st135-41-64-400-39l, st135-53-80-400-39l, tnt400725n74hd","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-cr4718355, heavy-duty-carrier-roller-cr9239529, heavy-duty-front-idler-fi9237507, heavy-duty-front-idler-fi9318048, heavy-duty-sprocket-sp2054978, heavy-duty-track-roller-tr9239528, heavy-duty-track-roller-tr9239528s"
john-deere-50g,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-50g-hero.webp,"400x72-5x74-rubber-track-directional, bs400725n74xd, bs400725w74xd, ht135-41-64-400-39l, ht135-53-80-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-carrier-roller-cr4718355, heavy-duty-front-idler-fi9318048, heavy-duty-sprocket-sp2054978, heavy-duty-track-roller-tr9239528"
john-deere-50p,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, ct135-41-64-400, heavy-duty-front-idler-fi9318048, heavy-duty-sprocket-sp2054978"
john-deere-50zts,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-cr4392416, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-sprocket-sp2050708, heavy-duty-track-roller-tr4357785"
john-deere-60d,MERGE,400x72.5Kx74,,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-cr4392416, heavy-duty-sprocket-sp2054155, heavy-duty-track-roller-tr4671711"
john-deere-60g,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-60g-hero.webp,"400x72-5x74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400, ct135-53-80-400, heavy-duty-carrier-roller-cr4392416, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-sprocket-sp2054155, heavy-duty-track-roller-tr4671711"
john-deere-75d,MERGE,450x81Nx78,,"ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n78hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-carrier-roller-crlk327, heavy-duty-sprocket-sp1033840, heavy-duty-track-roller-trlk328, heavy-duty-track-roller-trrd809-21703"
john-deere-75g,MERGE,450x81Nx78,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-75g-hero.webp,"450x71x82-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n78hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-carrier-roller-crlk327, heavy-duty-sprocket-sp1033840, heavy-duty-track-roller-trlk328"
john-deere-85g,MERGE,450x81Nx78,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/john-deere-excavator-hero.webp?v=1773971529,"450x71x82-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n78hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-carrier-roller-crlk327, heavy-duty-sprocket-sp1033840, heavy-duty-track-roller-trlk328"
john-deere-ct322,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-ct322-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2641, heavy-duty-sprocket-spid2711, heavy-duty-track-roller-trid2802"
john-deere-ct332,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/john-deere-ct332-hero.webp,"450x86x56-rubber-track-multi-bar, bs4008656bxd, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4008656hdbl, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-idler-fiid2076, heavy-duty-sprocket-spid2641, heavy-duty-sprocket-spid2711, heavy-duty-track-roller-trid2802"
kioti-tl750,MERGE,400x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kioti-tl750-hero.webp,"tnt40086t52hdbl, tnt40086t52hdmb, tnt40086t52hdzb",
kobelco-115,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
kobelco-sk013,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
kobelco-sk013-1,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
kobelco-sk014-1,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
kobelco-sk015,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
kobelco-sk015-1,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
kobelco-sk035,MERGE,350x52.5x86,,"300x52-5wx84-rubber-track-directional, 350x52-5wx86-rubber-track-directional, bs300525w86xd, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-front-idler-fi03714-00000"
kobelco-sk70sr-2,MERGE,450x81Nx76,,"450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-carrier-roller-cryt64d01001f1"
kobelco-sk80cs,MERGE,450x81Nx78,,"450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-carrier-roller-cryt64d01001f1, heavy-duty-sprocket-sp2404n267"
kobelco-sk80msr,MERGE,450x81Nx78,,"450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-carrier-roller-cryt64d01001f1"
kobelco-sk85cs,MERGE,450x81Nx78,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kobelco-excavator-hero.webp?v=1774293477,"450x71x82-rubber-track-directional, 450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l","bo154-450, co154-450, ct154-45-73-450, heavy-duty-carrier-roller-cryt64d01001f1, heavy-duty-sprocket-sp2404n267"
komatsu-ck20,MERGE,320x86x52,,"320x86x52-rubber-tracks, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
komatsu-ck-20-1,MERGE,320x86x52,,"tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
komatsu-ck25,MERGE,320x86x52,,"320x86x52-rubber-tracks, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
komatsu-ck-25-1,MERGE,320x86x52,,"tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
komatsu-ck30-1,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/komatsu-ck30-1-hero.webp,"450x86x56-rubber-track-multi-bar, bs4008656bxd, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4008656hdbl, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc",heavy-duty-track-roller-trid2802
komatsu-ck35,MERGE,450x86Bx56,,"450x86x56-rubber-track-multi-bar, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc",heavy-duty-track-roller-tr37b-22-11860
komatsu-ck35-1,MERGE,450x86Bx56,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/komatsu-ck35-1-hero.webp,"450x86x56-rubber-track-multi-bar, bs4508656bxd, bs4508656mbxd, bs4508656vxd, bs4508656xdzb, tnt4508656hdbd, tnt4508656hdbl, tnt4508656hdc, tnt4508656hdxt, tnt4508656hdz, tnt4508656hdzb, tnt4508656sdbl, tnt4508656sdc","heavy-duty-track-roller-tr37b-22-11860, heavy-duty-track-roller-trid2802"
komatsu-pc30mr-5,MERGE,300x52.5x86,,st101-45-67-300-45l,
komatsu-pc35mr-5,MERGE,300x52.5x86,,st101-45-67-300-45l,
komatsu-pc05,MERGE,180x72x37,,"180x72x37-rubber-track-c-block, 230x48x62-rubber-track-directional, 230x72x42-rubber-track-directional",heavy-duty-track-roller-tr20m-30-31301
komatsu-pc05-7,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",heavy-duty-track-roller-tr20m-30-31301
komatsu-pc05avancer,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc07,MERGE,180x72x37,,"180x72x37-rubber-track-c-block, 230x48x62-rubber-track-directional, t230x96x31nk",heavy-duty-track-roller-tr20m-30-31301
