shopify_handle,machine_id,brand,model,publish_status,hero,primary_track_size,track_products,uc_products,approved_track_sizes,blockers
ihi-is-38uj,mdl_ihi_is38uj,IHI,IS38UJ,ready,yes,300x52.5Nx84,4,0,2,
ihi-is-38ux,mdl_ihi_is38ux,IHI,IS38UX,ready,yes,300x52.5Nx84,2,1,2,
ihi-is-40g,mdl_ihi_is40g,IHI,IS40G,ready,yes,400x72.5Kx72,3,3,3,
ihi-is-40gx,mdl_ihi_is40gx,IHI,IS40GX,ready,yes,400x72.5Kx72,3,2,3,
ihi-is-40gx-2,mdl_ihi_is40gx2,IHI,IS40GX2,ready,yes,400x72.5Kx72,2,0,3,
ihi-is-40gx-3,mdl_ihi_is40gx3,IHI,IS40GX3,ready,yes,400x72.5Kx72,2,0,3,
ihi-is-40j,mdl_ihi_is40j,IHI,IS40J,ready,yes,400x72.5Kx72,3,2,3,
ihi-is-40jx,mdl_ihi_is40jx,IHI,IS40JX,ready,yes,400x72.5Kx72,3,2,3,
ihi-is-40nx,mdl_ihi_is40nx,IHI,IS40NX,ready,yes,400x72.5Kx72,2,0,3,
ihi-is-45j,mdl_ihi_is45j,IHI,IS45J,ready,yes,400x72.5Kx72,3,2,3,
ihi-is-45nx,mdl_ihi_is45nx,IHI,IS45NX,ready,yes,400x72.5Kx72,3,2,3,
ihi-is-45uj,mdl_ihi_is45uj,IHI,IS45UJ,ready,yes,400x72.5Kx72,3,2,3,
ihi-is-50g,mdl_ihi_is50g,IHI,IS50G,ready,yes,400x72.5Kx74,4,3,3,
ihi-is-50g3,mdl_ihi_is50g3,IHI,IS50G3,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-50gx,mdl_ihi_is50gx,IHI,IS50GX,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-50uj,mdl_ihi_is50uj,IHI,IS50UJ,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-50ux,mdl_ihi_is50ux,IHI,IS50UX,ready,yes,400x72.5Kx74,4,3,3,
ihi-is-50z,mdl_ihi_is50z,IHI,IS50Z,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-55,mdl_ihi_is55,IHI,IS55,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-55g,mdl_ihi_is55g,IHI,IS55G,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-55g-3,mdl_ihi_is55g3,IHI,IS55G3,ready,yes,400x72.5Kx74,4,0,3,
ihi-is-55j,mdl_ihi_is55j,IHI,IS55J,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-55lx,mdl_ihi_is55lx,IHI,IS55LX,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-55n,mdl_ihi_is55n,IHI,IS55N,ready,yes,400x72.5Kx74,7,2,3,
ihi-is-55u-1,mdl_ihi_is55u1,IHI,IS55U1,ready,yes,400x72.5Kx74,4,0,3,
ihi-is-55u-2,mdl_ihi_is55u2,IHI,IS55U2,ready,yes,400x72.5Kx74,4,0,3,
ihi-is-55uj,mdl_ihi_is55uj,IHI,IS55UJ,ready,yes,400x72.5Kx74,4,2,3,
ihi-is-55ux,mdl_ihi_is55ux,IHI,IS55UX,ready,yes,400x72.5Kx74,4,2,3,
jcb-150t,mdl_jcb_150t,JCB,150T,ready,yes,320x86x48,0,2,1,
jcb-16c-1,mdl_jcb_16c_1,JCB,16C-1,ready,yes,230x48x70,2,0,1,
jcb-180t,mdl_jcb_180t,JCB,180T,ready,yes,320x86Bx50,11,1,1,
jcb-18z-1,mdl_jcb_18z_1,JCB,18Z-1,ready,yes,230x48x70,2,0,1,
jcb-190t,mdl_jcb_190t,JCB,190T,ready,yes,320x86Bx50,33,1,3,
jcb-190t-eco,mdl_jcb_190t_eco,JCB,190T-ECO,ready,yes,320x86Bx50,11,1,1,
jcb-19c-1,mdl_jcb_19c_1,JCB,19C-1,ready,yes,230x48x70,2,0,1,
jcb-205t,mdl_jcb_205t,JCB,205T,ready,no,320x86x52,15,2,1,
jcb-205t-eco,mdl_jcb_205t_eco,JCB,205T-ECO,blocked,yes,320x86Bx50,0,0,1,no_products
jcb-210t,mdl_jcb_210t,JCB,210T,ready,yes,320x86Bx50,11,0,1,
jcb-215t,mdl_jcb_215t,JCB,215T,ready,yes,320x86Bx50,11,2,1,
jcb-225t,mdl_jcb_225t,JCB,225T,blocked,yes,450x86Bx56,0,0,1,no_products
jcb-225t-eco,mdl_jcb_225t_eco,JCB,225T-ECO,ready,yes,450x86Bx56,15,2,1,
jcb-250-t-tracks,mdl_jcb_250t,JCB,250T,ready,yes,450x86Bx56,13,0,1,
jcb-260t,mdl_jcb_260t,JCB,260T,ready,yes,450x86Bx56,15,2,1,
jcb-260t-eco,mdl_jcb_260t_eco,JCB,260T-ECO,ready,yes,450x86Bx56,15,2,1,
jcb-270t,mdl_jcb_270t,JCB,270T,blocked,yes,450x86Bx56,0,0,1,no_products
jcb-2ts,mdl_jcb_2ts,JCB,2TS,blocked,yes,320x86Bx50,0,0,1,no_products
jcb-2-ts-7-t-tracks,mdl_jcb_2ts_7t,JCB,2TS-7T,ready,yes,320x86Bx50,11,0,1,
jcb-300t,mdl_jcb_300t,JCB,300T,ready,yes,450x86Bx56,15,2,1,
jcb-300t-eco,mdl_jcb_300t_eco,JCB,300T-ECO,blocked,yes,450x86Bx56,0,0,1,no_products
jcb-320t,mdl_jcb_320t,JCB,320T,blocked,yes,450x86Bx56,0,0,1,no_products
jcb-320t-eco,mdl_jcb_320t_eco,JCB,320T-ECO,ready,yes,450x86Bx56,15,2,1,
jcb-35z-1,mdl_jcb_35z_1,JCB,35Z 1,ready,yes,450x81.5x76,2,0,1,
jcb-3ts-8t,mdl_jcb_3ts_8t,JCB,3TS-8T,ready,yes,450x86Bx56,15,2,1,
jcb-45z-1,mdl_jcb_45z_1,JCB,45Z 1,ready,yes,400x72.5Kx74,4,0,3,
jcb-48z-1,mdl_jcb_48z_1,JCB,48Z 1,ready,yes,400x72.5Kx74,2,2,3,
jcb-55z-1,mdl_jcb_55z_1,JCB,55Z 1,ready,yes,400x72.5Kx74,2,2,3,
jcb-57c-1,mdl_jcb_57c_1,JCB,57C 1,blocked,yes,400x72.5Kx74,0,0,3,no_products
jcb-57z-1,mdl_jcb_57z_1,JCB,57Z 1,blocked,yes,400x72.5Kx74,0,0,3,no_products
jcb-65r,mdl_jcb_65r,JCB,65R,ready,yes,400x72.5Kx74,4,0,3,
jcb-67c,mdl_jcb_67c,JCB,67C,ready,yes,400x72.5Kx74,4,0,3,
jcb-801,mdl_jcb_801,JCB,801,ready,yes,180x72x37,3,0,2,
jcb-8017,mdl_jcb_8017,JCB,8017,ready,yes,230x48x70,2,0,1,
jcb-8018,mdl_jcb_8018,JCB,8018,ready,yes,230x48x62,1,0,1,
jcb-801r,mdl_jcb_801r,JCB,801R,ready,yes,230x96x31,2,0,1,
jcb-802-plus,mdl_jcb_802_plus,JCB,802 PLUS,blocked,yes,300x52.5Nx74,0,0,1,no_products
jcb-802-super,mdl_jcb_802_super,JCB,802 SUPER,blocked,yes,300x52.5Nx74,0,0,1,no_products
jcb-802-7,mdl_jcb_802_7,JCB,802.7,ready,yes,300x52.5Nx84,1,0,2,
jcb-802-7-zts,mdl_jcb_802_7_zts,JCB,802.7 ZTS,ready,yes,300x52.5Nx74,2,0,1,
jcb-8025,mdl_jcb_8025,JCB,8025,blocked,yes,300x52.5Nx78,0,0,2,no_products
jcb-8025zts,mdl_jcb_8025zts,JCB,8025ZTS,ready,yes,300x52.5Nx78,2,1,2,
jcb-8026,mdl_jcb_8026,JCB,8026,ready,yes,300x52.5Nx78,2,0,2,
jcb-803,mdl_jcb_803,JCB,803,ready,yes,300x52.5Nx84,2,3,2,
jcb-803-magnum,mdl_jcb_803_magnum,JCB,803 MAGNUM,ready,yes,300x52.5Nx84,2,0,2,
jcb-803-plus,mdl_jcb_803_plus,JCB,803 PLUS,ready,yes,300x52.5Nx84,2,0,2,
jcb-803-super,mdl_jcb_803_super,JCB,803 SUPER,ready,yes,300x52.5Nx84,2,0,2,
jcb-8030zts,mdl_jcb_8030_zts,JCB,8030 ZTS,ready,yes,300x52.5Nx84,2,0,2,
jcb-8032,mdl_jcb_8032,JCB,8032,blocked,yes,300x52.5Nx84,0,0,2,no_products
jcb-803-2-zts,mdl_jcb_8032zts,JCB,8032ZTS,ready,yes,300x52.5Nx84,2,1,2,
jcb-8035,mdl_jcb_8035,JCB,8035,blocked,yes,300x52.5Nx84,0,0,2,no_products
jcb-8035zts,mdl_jcb_8035_zts,JCB,8035 ZTS,ready,yes,300x52.5Nx84,2,0,2,
jcb-8035z,mdl_jcb_8035z,JCB,8035Z,ready,yes,300x52.5Nx84,4,1,2,
jcb-803e,mdl_jcb_803e,JCB,803E,ready,yes,300x52.5Nx84,2,1,2,
jcb-804,mdl_jcb_804,JCB,804,ready,yes,300x52.5Nx84,4,1,2,
jcb-8045,mdl_jcb_8045,JCB,8045,blocked,yes,400x72.5Kx74,0,0,3,no_products
jcb-8045zts,mdl_jcb_8045zts,JCB,8045ZTS,ready,yes,400x72.5Kx74,4,3,3,
jcb-805,mdl_jcb_805,JCB,805,ready,yes,400x72.5Kx74,4,3,3,
jcb-8050zts,mdl_jcb_8050_zts,JCB,8050 ZTS,ready,yes,400x72.5Kx74,4,0,3,
jcb-805-2,mdl_jcb_8052,JCB,8052,ready,yes,400x72.5Kx74,4,3,3,
jcb-8055,mdl_jcb_8055,JCB,8055,blocked,yes,400x72.5Kx74,0,0,3,no_products
jcb-8055rts,mdl_jcb_8055rts,JCB,8055RTS,ready,yes,400x72.5Kx74,4,0,3,
jcb-8055z,mdl_jcb_8055z,JCB,8055Z,ready,yes,400x72.5Kx74,7,2,3,
jcb-8055zts,mdl_jcb_8055zts,JCB,8055ZTS,ready,yes,400x72.5Kx74,4,0,3,
jcb-806,mdl_jcb_806,JCB,806,ready,yes,400x72.5Kx74,4,2,3,
jcb-8060,mdl_jcb_8060,JCB,8060,ready,yes,400x72.5Kx74,4,4,3,
jcb-8065,mdl_jcb_8065,JCB,8065,blocked,yes,400x72.5Kx74,0,0,3,no_products
jcb-8065rts,mdl_jcb_8065rts,JCB,8065RTS,ready,yes,400x72.5Kx74,7,2,3,
jcb-8080,mdl_jcb_8080,JCB,8080,ready,no,450x81Nx76,4,3,2,
jcb-8080zts,mdl_jcb_8080_zts,JCB,8080 ZTS,ready,yes,450x81.5x76,1,0,1,
jcb-8085zts,mdl_jcb_8085zts,JCB,8085ZTS,ready,yes,450x81.5x76,3,3,1,
jcb-85z-1,mdl_jcb_85z_1,JCB,85Z-1,ready,no,450x81Nx78,3,3,2,
jcb-86c-1,mdl_jcb_86c_1,JCB,86C-1,ready,no,450x81Nx78,2,1,2,
jcb-90z-1,mdl_jcb_90z_1,JCB,90Z 1,blocked,no,450x81Nx78,0,0,2,no_products
jcb-jz-70,mdl_jcb_jz_70,JCB,JZ 70,ready,yes,450x81.5x76,2,0,3,
john-deere-17d,mdl_john_deere_17d,John Deere,17D,ready,yes,230x48x70,2,3,1,
john-deere-17g,mdl_john_deere_17g,John Deere,17G,ready,yes,230x48x70,2,3,1,
john-deere-17p,mdl_john_deere_17p,John Deere,17P,ready,yes,230x48x70,2,0,1,
john-deere-17zts,mdl_john_deere_17zts,John Deere,17ZTS,ready,yes,230x48x70,4,3,1,
john-deere-26g,mdl_john_deere_26g,John Deere,26G,ready,yes,300x52.5Nx80,3,5,1,
john-deere-27d,mdl_john_deere_27d,John Deere,27D,ready,yes,300x52.5Nx80,4,6,1,
john-deere-27zts,mdl_john_deere_27zts,John Deere,27ZTS,ready,yes,300x52.5Nx78,1,2,2,
john-deere-30g,mdl_john_deere_30g,John Deere,30G,ready,yes,300x52.5x86,2,5,1,
john-deere-317g,mdl_john_deere_317g,John Deere,317G,ready,yes,320x86Bx50,38,4,2,
john-deere-319d,mdl_john_deere_319d,John Deere,319D,ready,yes,320x86x52,14,4,2,
john-deere-319e,mdl_john_deere_319e,John Deere,319E,ready,yes,320x86x52,25,3,2,
john-deere-323d,mdl_john_deere_323d,John Deere,323D,ready,yes,320x86x52,25,5,2,
john-deere-323e,mdl_john_deere_323e,John Deere,323E,ready,yes,320x86x52,25,4,2,
john-deere-325g,mdl_john_deere_325g,John Deere,325G,ready,yes,320x86x52,19,3,2,
john-deere-329d,mdl_john_deere_329d,John Deere,329D,ready,yes,450x86Bx56,15,5,1,
john-deere-329e,mdl_john_deere_329e,John Deere,329E,ready,yes,450x86Bx56,15,4,1,
john-deere-331g,mdl_john_deere_331g,John Deere,331G,ready,yes,450x86Bx58,14,2,1,
john-deere-331p,mdl_john_deere_331p,John Deere,331P,ready,yes,450x86Bx58,26,0,1,
john-deere-333d,mdl_john_deere_333d,John Deere,333D,ready,yes,450x86Bx56,13,4,1,
john-deere-333e,mdl_john_deere_333e,John Deere,333E,ready,yes,450x86Bx56,13,3,1,
john-deere-333g,mdl_john_deere_333g,John Deere,333G,ready,yes,450x86Bx58,14,2,1,
john-deere-333p,mdl_john_deere_333p,John Deere,333P,ready,yes,450x86Bx58,15,0,1,
john-deere-335p,mdl_john_deere_335p,John Deere,335P,ready,yes,450x86Bx58,13,0,1,
john-deere-35czts,mdl_john_deere_35czts,John Deere,35CZTS,ready,yes,300x52.5x86,4,3,1,
john-deere-35d,mdl_john_deere_35d,John Deere,35D,ready,yes,300x52.5x86,3,7,1,
john-deere-35g,mdl_john_deere_35g,John Deere,35G,ready,yes,300x52.5x86,2,5,1,
john-deere-35p,mdl_john_deere_35p,John Deere,35P,ready,yes,300x52.5x86,2,1,1,
john-deere-35zts,mdl_john_deere_35zts,John Deere,35ZTS,ready,yes,300x52.5x86,4,5,1,
john-deere-50d,mdl_john_deere_50d,John Deere,50D,ready,yes,400x72.5Kx74,7,9,3,
john-deere-50g,mdl_john_deere_50g,John Deere,50G,ready,yes,400x72.5Kx74,8,6,3,
john-deere-50p,mdl_john_deere_50p,John Deere,50P,ready,yes,400x72.5Kx74,8,4,3,
john-deere-50zts,mdl_john_deere_50zts,John Deere,50ZTS,ready,yes,400x72.5Kx72,5,6,3,
john-deere-60d,mdl_john_deere_60d,John Deere,60D,ready,yes,400x72.5Kx74,5,5,3,
john-deere-60g,mdl_john_deere_60g,John Deere,60G,ready,yes,400x72.5Kx74,4,7,3,
john-deere-75c,mdl_john_deere_75c,John Deere,75C,blocked,no,450x81Nx78,0,0,2,no_products
john-deere-75d,mdl_john_deere_75d,John Deere,75D,ready,no,450x81Nx78,4,7,2,
john-deere-75g,mdl_john_deere_75g,John Deere,75G,ready,yes,450x81Nx78,4,6,2,
john-deere-85g,mdl_john_deere_85g,John Deere,85G,ready,yes,450x81Nx78,4,6,2,
john-deere-ct322,mdl_john_deere_ct322,John Deere,CT322,ready,yes,320x86x52,46,4,2,
john-deere-ct332,mdl_john_deere_ct332,John Deere,CT332,ready,yes,450x86Bx56,30,4,1,
kioti-tl750,mdl_kioti_tl750,Kioti,TL750,ready,yes,400x86x52,3,0,1,
kobelco-115,mdl_kobelco_115,Kobelco,115,ready,yes,230x96x31,2,0,1,
kobelco-sk024,mdl_kobelco_sk_024,Kobelco,SK 024,blocked,yes,300x52.5Nx78,0,0,2,no_products
kobelco-sk025,mdl_kobelco_sk_025,Kobelco,SK 025,blocked,yes,300x52.5Nx78,0,0,2,no_products
kobelco-sk025-2,mdl_kobelco_sk_0252,Kobelco,SK 0252,blocked,yes,300x52.5Nx78,0,0,2,no_products
kobelco-sk025sr,mdl_kobelco_sk_025sr,Kobelco,SK 025SR,blocked,yes,300x52.5Nx78,0,0,2,no_products
kobelco-sk20sr,mdl_kobelco_sk_20sr,Kobelco,SK 20SR,blocked,yes,300x52.5Nx76,0,0,2,no_products
kobelco-sk013,mdl_kobelco_sk013,Kobelco,SK013,ready,yes,230x96x31,2,0,1,
kobelco-sk013-1,mdl_kobelco_sk013_1,Kobelco,SK013-1,ready,yes,230x96x31,2,0,1,
kobelco-sk014-1,mdl_kobelco_sk014_1,Kobelco,SK014-1,ready,yes,230x96x31,2,0,1,
kobelco-sk015,mdl_kobelco_sk015,Kobelco,SK015,ready,yes,230x96x31,2,0,1,
kobelco-sk015-1,mdl_kobelco_sk015_1,Kobelco,SK015-1,ready,yes,230x96x31,2,0,1,
kobelco-sk035,mdl_kobelco_sk035,Kobelco,SK035,ready,yes,350x52.5x86,6,3,1,
kobelco-sk45sr-2,mdl_kobelco_sk45sr2,Kobelco,SK45SR2,blocked,yes,400x72.5Kx74,0,0,3,no_products
kobelco-sk55sr-5,mdl_kobelco_sk55sr5,Kobelco,SK55SR5,blocked,yes,400x72.5Kx74,0,0,3,no_products
kobelco-sk55srx-6e,mdl_kobelco_sk55srx6e,Kobelco,SK55SRX6E,blocked,yes,400x72.5Kx74,0,0,3,no_products
kobelco-sk55srx-7,mdl_kobelco_sk55srx7,Kobelco,SK55SRX7,blocked,yes,400x72.5Kx74,0,0,3,no_products
kobelco-sk70sr-2,mdl_kobelco_sk70sr_2,Kobelco,SK70SR-2,ready,no,450x81Nx76,4,4,2,
kobelco-sk80cs,mdl_kobelco_sk80cs,Kobelco,SK80CS,ready,no,450x81Nx78,4,5,2,
kobelco-sk80msr,mdl_kobelco_sk80msr,Kobelco,SK80MSR,ready,no,450x81Nx78,4,4,2,
kobelco-sk85cs,mdl_kobelco_sk85cs,Kobelco,SK85CS,ready,yes,450x81Nx78,4,5,2,
komatsu-ck20,mdl_komatsu_ck20,Komatsu,CK20,ready,no,320x86x52,14,0,2,
komatsu-ck-20-1,mdl_komatsu_ck201,Komatsu,CK201,ready,no,320x86x52,4,0,2,
komatsu-ck25,mdl_komatsu_ck25,Komatsu,CK25,ready,no,320x86x52,24,0,2,
komatsu-ck-25-1,mdl_komatsu_ck251,Komatsu,CK251,ready,no,320x86x52,4,0,2,
komatsu-ck30-1,mdl_komatsu_ck30_1,Komatsu,CK30-1,ready,yes,450x86Bx56,17,1,1,
komatsu-ck35,mdl_komatsu_ck35,Komatsu,CK35,ready,yes,450x86Bx56,13,1,1,
komatsu-ck35-1,mdl_komatsu_ck35_1,Komatsu,CK35-1,ready,yes,450x86Bx56,26,2,1,
komatsu-pc30mr-5,mdl_komatsu_pc_30_mr_5,Komatsu,PC-30-MR-5,ready,yes,300x52.5x86,1,0,1,
komatsu-pc35mr-5,mdl_komatsu_pc_35_mr_5,Komatsu,PC-35-MR-5,ready,yes,300x52.5x86,1,0,1,
komatsu-pc05,mdl_komatsu_pc05,Komatsu,PC05,ready,no,180x72x37,5,1,1,
komatsu-pc05-7,mdl_komatsu_pc05_7,Komatsu,PC05-7,ready,yes,230x96x31,2,1,1,
komatsu-pc05avancer,mdl_komatsu_pc05avancer,Komatsu,PC05AVANCER,ready,yes,230x96x31,2,0,1,
komatsu-pc07,mdl_komatsu_pc07,Komatsu,PC07,ready,yes,180x72x37,3,1,2,
komatsu-pc07-1,mdl_komatsu_pc07_1,Komatsu,PC07-1,ready,yes,230x96x31,2,0,1,
komatsu-pc07-2,mdl_komatsu_pc07_2,Komatsu,PC07-2,ready,yes,230x96x31,2,0,1,
komatsu-pc07-6,mdl_komatsu_pc07_6,Komatsu,PC07-6,ready,yes,230x96x31,2,0,1,
komatsu-pc07-7,mdl_komatsu_pc07_7,Komatsu,PC07-7,ready,yes,230x96x31,2,0,1,
komatsu-pc07avancer,mdl_komatsu_pc07avancer,Komatsu,PC07AVANCER,ready,yes,230x96x31,2,0,1,
komatsu-pc07r,mdl_komatsu_pc07r,Komatsu,PC07R,ready,yes,230x96x31,2,0,1,
komatsu-pc12r-8,mdl_komatsu_pc12r_8,Komatsu,PC12R-8,ready,yes,230x96x31,2,0,1,
komatsu-pc12rutility,mdl_komatsu_pc12rutility,Komatsu,PC12RUTILITY,ready,yes,230x96x31,2,0,1,
komatsu-pc14r-2,mdl_komatsu_pc14r_2,Komatsu,PC14R-2,ready,yes,230x96x31,2,0,1,
komatsu-pc15r,mdl_komatsu_pc15r,Komatsu,PC15R,ready,yes,230x96x31,7,1,1,
komatsu-pc15r-8,mdl_komatsu_pc15r_8,Komatsu,PC15R-8,ready,yes,230x96x31,2,0,1,
komatsu-pc15rhs,mdl_komatsu_pc15rhs,Komatsu,PC15RHS,ready,yes,230x96x31,2,0,1,
komatsu-pc16r-2,mdl_komatsu_pc16r_2,Komatsu,PC16R-2,ready,yes,230x96x31,2,0,1,
komatsu-pc18mr-2,mdl_komatsu_pc18mr_2,Komatsu,PC18MR-2,ready,yes,230x48x70,2,0,1,
komatsu-pc18mr-3,mdl_komatsu_pc18mr_3,Komatsu,PC18MR-3,ready,yes,230x48x70,2,0,1,
komatsu-pc20,mdl_komatsu_pc20,Komatsu,PC20,ready,yes,300x52.5Nx84,4,2,2,
komatsu-pc20-2,mdl_komatsu_pc202,Komatsu,PC202,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc20-6,mdl_komatsu_pc206,Komatsu,PC206,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc20-7,mdl_komatsu_pc207,Komatsu,PC207,blocked,yes,300x52.5Nx76,0,0,2,no_products
komatsu-pc20-mr-2,mdl_komatsu_pc20mr2,Komatsu,PC20MR2,ready,yes,300x52.5Nx78,1,0,3,
komatsu-pc22mr-3,mdl_komatsu_pc22mr3,Komatsu,PC22MR3,ready,yes,300x52.5Nx78,1,0,2,
komatsu-pc25,mdl_komatsu_pc25,Komatsu,PC25,ready,yes,300x52.5Nx84,2,0,2,
komatsu-pc25-1,mdl_komatsu_pc251,Komatsu,PC251,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc25-7,mdl_komatsu_pc257,Komatsu,PC257,ready,yes,300x52.5Nx80,3,0,1,
komatsu-pc25r-8,mdl_komatsu_pc25r8,Komatsu,PC25R8,ready,yes,300x52.5Nx80,3,0,1,
komatsu-pc26mr,mdl_komatsu_pc26mr,Komatsu,PC26MR,ready,yes,300x52.5Nx80,3,1,1,
komatsu-pc26mr-3,mdl_komatsu_pc26mr3,Komatsu,PC26MR3,blocked,yes,300x52.5Nx80,0,0,1,no_products
komatsu-pc27mr,mdl_komatsu_pc27mr,Komatsu,PC27MR,ready,yes,300x52.5Nx80,3,2,1,
komatsu-pc27mr-1,mdl_komatsu_pc27mr1,Komatsu,PC27MR1,blocked,yes,300x52.5Nx80,0,0,1,no_products
komatsu-pc27mr-2,mdl_komatsu_pc27mr2,Komatsu,PC27MR2,blocked,yes,300x52.5Nx80,0,0,1,no_products
komatsu-pc27mr-3,mdl_komatsu_pc27mr3,Komatsu,PC27MR3,ready,yes,300x52.5Nx80,3,0,1,
komatsu-pc27r-8,mdl_komatsu_pc27r8,Komatsu,PC27R8,blocked,yes,300x52.5Nx80,0,0,1,no_products
komatsu-pc28,mdl_komatsu_pc28,Komatsu,PC28,ready,yes,300x52.5Nx80,2,1,1,
komatsu-pc28uu,mdl_komatsu_pc28uu,Komatsu,PC28UU,ready,yes,300x52.5Nx80,2,1,1,
komatsu-pc28uu-1,mdl_komatsu_pc28uu1,Komatsu,PC28UU1,blocked,yes,300x52.5Nx80,0,0,1,no_products
komatsu-pc28uu-2,mdl_komatsu_pc28uu2,Komatsu,PC28UU2,blocked,yes,300x52.5Nx80,0,0,1,no_products
komatsu-pc28uu-3,mdl_komatsu_pc28uu3,Komatsu,PC28UU3,ready,yes,300x52.5Nx80,3,0,1,
komatsu-pc30,mdl_komatsu_pc30,Komatsu,PC30,ready,yes,300x52.5Nx84,1,1,2,
komatsu-pc30-6,mdl_komatsu_pc306,Komatsu,PC306,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc30-7,mdl_komatsu_pc307,Komatsu,PC307,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc30mr,mdl_komatsu_pc30mr,Komatsu,PC30MR,ready,yes,300x52.5Nx84,2,1,2,
komatsu-pc30mr-1,mdl_komatsu_pc30mr_1,Komatsu,PC30MR-1,ready,yes,300x52.5x86,3,1,1,
komatsu-pc30mr-2,mdl_komatsu_pc30mr2,Komatsu,PC30MR2,ready,yes,300x52.5x86,2,0,1,
komatsu-pc30mr-3,mdl_komatsu_pc30mr3,Komatsu,PC30MR3,ready,yes,300x52.5x86,2,0,1,
komatsu-pc30r-8,mdl_komatsu_pc30r8,Komatsu,PC30R8,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc-35mr,mdl_komatsu_pc35mr,Komatsu,PC35MR,ready,yes,300x52.5Nx84,3,2,3,
komatsu-pc35mr-1,mdl_komatsu_pc35mr1,Komatsu,PC35MR1,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc35mr-2,mdl_komatsu_pc35mr2,Komatsu,PC35MR2,ready,yes,300x52.5x86,1,0,1,
komatsu-pc35mr-3,mdl_komatsu_pc35mr3,Komatsu,PC35MR3,ready,yes,300x52.5x86,2,0,1,
komatsu-pc35r,mdl_komatsu_pc35r,Komatsu,PC35R,ready,yes,300x52.5Nx84,2,1,2,
komatsu-pc35r-8,mdl_komatsu_pc35r8,Komatsu,PC35R8,blocked,yes,300x52.5Nx84,0,0,2,no_products
komatsu-pc40mr-3,mdl_komatsu_pc40mr3,Komatsu,PC40MR3,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc-45mr,mdl_komatsu_pc45mr,Komatsu,PC45MR,ready,yes,400x72.5Kx72,2,0,6,
komatsu-pc-45mr-1,mdl_komatsu_pc45mr1,Komatsu,PC45MR1,ready,yes,400x72.5Kx72,2,0,3,
komatsu-pc-45mr-2,mdl_komatsu_pc45mr2,Komatsu,PC45MR2,ready,yes,400x72.5Kx74,4,0,3,
komatsu-pc45mr-3,mdl_komatsu_pc45mr3,Komatsu,PC45MR3,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc45mr-5,mdl_komatsu_pc45mr5,Komatsu,PC45MR5,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc50fr-2,mdl_komatsu_pc50fr2,Komatsu,PC50FR2,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc-50m-2,mdl_komatsu_pc50m2,Komatsu,PC50M2,ready,yes,400x72.5Kx72,2,0,3,
komatsu-pc-50mr,mdl_komatsu_pc50mr,Komatsu,PC50MR,ready,yes,400x72.5Kx72,6,2,3,
komatsu-pc50mr-2,mdl_komatsu_pc50mr2,Komatsu,PC50MR2,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc-50uu-1,mdl_komatsu_pc50uu1,Komatsu,PC50UU1,blocked,yes,400x72.5Kx72,0,0,3,no_products
komatsu-pc55mr-2,mdl_komatsu_pc55mr2,Komatsu,PC55MR2,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc55mr-3,mdl_komatsu_pc55mr3,Komatsu,PC55MR3,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc55mr-4,mdl_komatsu_pc55mr4,Komatsu,PC55MR4,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc55mr-5,mdl_komatsu_pc55mr5,Komatsu,PC55MR5,blocked,yes,400x72.5Kx74,0,0,3,no_products
komatsu-pc-58uu-3,mdl_komatsu_pc58uu3,Komatsu,PC58UU3,ready,yes,400x72.5Kx72,2,0,4,
komatsu-pc-58uu-x,mdl_komatsu_pc58uux,Komatsu,PC58UUX,ready,yes,400x72.5Kx72,2,0,3,
komatsu-pc-60,mdl_komatsu_pc60,Komatsu,PC60,ready,yes,400x72.5Kx74,4,0,3,
komatsu-pc-60-5,mdl_komatsu_pc605,Komatsu,PC605,ready,yes,400x72.5Kx74,4,0,3,
komatsu-pc-78mr-6,mdl_komatsu_pc78mr6,Komatsu,PC78MR6,ready,no,450x83.5Kx74,2,0,2,
