shopify_handle,machine_id,brand,model,publish_status,hero,primary_track_size,track_products,uc_products,approved_track_sizes,blockers
takeuchi-tl240,mdl_takeuchi_tl240,Takeuchi,TL240,ready,yes,450x100x48,6,4,1,
takeuchi-tl250,mdl_takeuchi_tl250,Takeuchi,TL250,ready,yes,450x100x50,6,4,1,
takeuchi-tl26,mdl_takeuchi_tl26,Takeuchi,TL26,ready,yes,320x86x48,2,0,1,
takeuchi-tl6r,mdl_takeuchi_tl6r,Takeuchi,TL6R,ready,yes,320x86Bx50,22,3,1,
takeuchi-tl8,mdl_takeuchi_tl8,Takeuchi,TL8,ready,no,320x86x52,8,4,2,
takeuchi-tl8r2,mdl_takeuchi_tl8r2,Takeuchi,TL8R2,ready,yes,320x86x52,32,4,2,
terex-am37r,mdl_terex_am37r,Terex,AM37R,ready,yes,300x52.5x86,3,1,1,
terex-hr18,mdl_terex_hr18,Terex,HR18,blocked,yes,400x72.5Kx72,0,0,3,no_products
terex-pt-100,mdl_terex_pt_100,Terex,PT-100,ready,yes,457x101.6x51,2,1,1,
terex-pt-110f,mdl_terex_pt_110f,Terex,PT-110F,partial,yes,,2,0,1,missing_primary_track_size_v2
terex-pt30,mdl_terex_pt_30,Terex,PT-30,blocked,yes,,0,0,2,missing_primary_track_size_v2;no_products
terex-pt-50,mdl_terex_pt_50,Terex,PT-50,partial,no,,1,2,1,missing_primary_track_size_v2
terex-pt-60,mdl_terex_pt_60,Terex,PT-60,partial,no,,1,2,1,missing_primary_track_size_v2
terex-pt100f,mdl_terex_pt100f,Terex,PT100F,blocked,yes,,0,0,2,missing_primary_track_size_v2;no_products
terex-pt100g,mdl_terex_pt100g,Terex,PT100G,blocked,yes,,0,0,2,missing_primary_track_size_v2;no_products
terex-pt110,mdl_terex_pt110,Terex,PT110,ready,yes,457x101.6x51,2,0,1,
terex-pt-110-forestry,mdl_terex_pt110forestry,Terex,PT110FORESTRY,blocked,yes,,0,0,2,missing_primary_track_size_v2;no_products
terex-pt-75,mdl_terex_pt75,Terex,PT75,blocked,yes,,0,0,2,missing_primary_track_size_v2;no_products
terex-r190t,mdl_terex_r190t,Terex,R190T,partial,yes,,1,0,1,missing_primary_track_size_v2
terex-r265t,mdl_terex_r265t,Terex,R265T,ready,yes,457x101.6x51,2,0,1,
terex-r350t,mdl_terex_r350t,Terex,R350T,partial,yes,,2,0,1,missing_primary_track_size_v2
terex-sr-80,mdl_terex_sr_80,Terex,SR-80,partial,yes,,2,3,1,missing_primary_track_size_v2
terex-st50,mdl_terex_st50,Terex,ST50,blocked,yes,450x86Bx56,0,0,1,no_products
terex-tc37,mdl_terex_tc_37,Terex,TC-37,ready,yes,300x52.5x86,1,0,1,
terex-tc20,mdl_terex_tc20,Terex,TC20,blocked,yes,300x52.5Nx76,0,0,2,no_products
terex-tc35-2,mdl_terex_tc35_2,Terex,TC35-2,ready,yes,300x52.5x86,2,0,1,
terex-tc60,mdl_terex_tc60,Terex,TC60,ready,yes,400x72.5Wx76,2,2,1,
vermeer-20x22,mdl_vermeer_20x22,Vermeer,20X22,ready,yes,230x72x39,1,0,1,
vermeer-ctx100,mdl_vermeer_ctx100,Vermeer,CTX100,ready,yes,230x72Kx45,3,0,1,
vermeer-ctx160,mdl_vermeer_ctx160,Vermeer,CTX160,ready,yes,230x72Kx45,3,0,1,
vermeer-d20x22,mdl_vermeer_d20x22,Vermeer,D20X22,blocked,yes,300x52.5Nx84,0,0,2,no_products
vermeer-rtx450,mdl_vermeer_rtx450,Vermeer,RTX450,ready,no,381x100.5x42,1,0,1,
vermeer-s400tx,mdl_vermeer_s400tx,Vermeer,S400TX,ready,yes,180x72x39,4,0,1,
vermeer-s600tx,mdl_vermeer_s600tx,Vermeer,S600TX,ready,yes,180x72x39,4,0,1,
vermeer-s725tx,mdl_vermeer_s725tx,Vermeer,S725TX,ready,yes,180x72Kx45,3,0,1,
vermeer-s800tx,mdl_vermeer_s800tx,Vermeer,S800TX,ready,yes,230x72Kx45,3,0,1,
vermeer-s925tx,mdl_vermeer_s925tx,Vermeer,S925TX,ready,yes,230x72Kx45,3,0,1,
volvo-ec-20b-xtv,mdl_volvo_ec_20b_xtv,Volvo,EC 20B XTV,ready,yes,230x48x72,1,0,1,
volvo-ec-20c,mdl_volvo_ec_20c,Volvo,EC-20C,ready,yes,230x48x72,1,0,1,
volvo-ec15,mdl_volvo_ec15,Volvo,EC15,blocked,yes,,0,0,16,missing_primary_track_size_v2;no_products
volvo-ec15b,mdl_volvo_ec15b,Volvo,EC15B,blocked,yes,,0,0,16,missing_primary_track_size_v2;no_products
volvo-ec15xr,mdl_volvo_ec15xr,Volvo,EC15XR,blocked,yes,,0,0,16,missing_primary_track_size_v2;no_products
volvo-ec20,mdl_volvo_ec20,Volvo,EC20,ready,yes,230x48x72,1,0,1,
volvo-ec20b,mdl_volvo_ec20b,Volvo,EC20B,ready,yes,300x52.5Nx76,1,0,2,
volvo-ec-20d,mdl_volvo_ec20d,Volvo,EC20D,blocked,yes,230x48x72,0,0,1,no_products
volvo-ec20e,mdl_volvo_ec20e,Volvo,EC20E,blocked,yes,300x52.5Nx76,0,0,2,no_products
volvo-ec-20t,mdl_volvo_ec20t,Volvo,EC20T,ready,yes,230x48x72,1,0,1,
volvo-ec-20tb,mdl_volvo_ec20tb,Volvo,EC20TB,ready,yes,230x48x72,1,0,1,
volvo-ec-20v,mdl_volvo_ec20v,Volvo,EC20V,ready,yes,230x48x72,1,0,1,
volvo-ec-20vb,mdl_volvo_ec20vb,Volvo,EC20VB,ready,yes,230x48x72,1,0,1,
volvo-ec-20xt,mdl_volvo_ec20xt,Volvo,EC20XT,ready,yes,230x48x72,1,0,1,
volvo-ec-20xtv,mdl_volvo_ec20xtv,Volvo,EC20XTV,ready,yes,230x48x72,1,0,1,
volvo-ec25,mdl_volvo_ec25,Volvo,EC25,ready,yes,300x52.5Nx78,2,4,2,
volvo-ec-25x,mdl_volvo_ec25x,Volvo,EC25X,ready,yes,300x52.5Nx78,2,2,2,
volvo-ec-25xt,mdl_volvo_ec25xt,Volvo,EC25XT,ready,yes,300x52.5Nx78,2,2,2,
volvo-ec27c,mdl_volvo_ec27c,Volvo,EC27C,ready,yes,300x52.5Nx78,2,4,2,
volvo-ec27d,mdl_volvo_ec27d,Volvo,EC27D,ready,yes,300x52.5Nx78,2,3,2,
volvo-ec30,mdl_volvo_ec30,Volvo,EC30,ready,yes,300x52.5Nx78,2,4,2,
volvo-ec-30b,mdl_volvo_ec30b,Volvo,EC30B,ready,yes,300x52.5Nx78,2,2,2,
volvo-ec-30x,mdl_volvo_ec30x,Volvo,EC30X,ready,yes,300x52.5Nx78,2,2,2,
volvo-ec-35,mdl_volvo_ec35,Volvo,EC35,ready,yes,300x52.5Nx84,2,4,2,
volvo-ec35c,mdl_volvo_ec35c,Volvo,EC35C,ready,yes,300x52.5Nx84,2,3,2,
volvo-ec35d,mdl_volvo_ec35d,Volvo,EC35D,ready,yes,300x52.5Nx84,2,3,2,
volvo-ec55,mdl_volvo_ec55,Volvo,EC55,ready,yes,400x72.5Kx74,4,1,3,
volvo-ec55b,mdl_volvo_ec55b,Volvo,EC55B,ready,yes,400x72.5Kx74,3,3,3,
volvo-ec55c,mdl_volvo_ec55c,Volvo,EC55C,ready,yes,400x72.5Kx74,4,0,3,
volvo-ec55d,mdl_volvo_ec55d,Volvo,EC55D,blocked,yes,400x72.5Kx74,0,0,3,no_products
volvo-ecr25d,mdl_volvo_ecr25d,Volvo,ECR25D,blocked,yes,300x52.5Nx78,0,0,2,no_products
volvo-ecr28,mdl_volvo_ecr28,Volvo,ECR28,ready,yes,300x52.5Nx78,2,3,2,
volvo-ecr38,mdl_volvo_ecr38,Volvo,ECR38,ready,yes,300x52.5Nx84,2,2,2,
volvo-ecr40,mdl_volvo_ecr40,Volvo,ECR40,blocked,yes,300x52.5Nx84,0,0,2,no_products
volvo-ecr48,mdl_volvo_ecr48,Volvo,ECR48,blocked,yes,400x72.5Kx72,0,0,3,no_products
volvo-ecr48c,mdl_volvo_ecr48c,Volvo,ECR48C,ready,yes,400x72.5Kx72,4,0,3,
volvo-ecr50,mdl_volvo_ecr50,Volvo,ECR50,blocked,yes,400x72.5Kx74,0,0,3,no_products
volvo-ecr-50d,mdl_volvo_ecr50d,Volvo,ECR50D,ready,yes,400x72.5Kx74,4,0,3,
volvo-ecr55d,mdl_volvo_ecr55d,Volvo,ECR55D,ready,yes,400x72.5Wx76,2,0,1,
volvo-ecr58,mdl_volvo_ecr58,Volvo,ECR58,ready,yes,400x72.5Kx74,3,3,3,
volvo-ecr58d,mdl_volvo_ecr58d,Volvo,ECR58D,ready,yes,400x72.5Kx74,4,1,3,
volvo-ecr88,mdl_volvo_ecr88,Volvo,ECR88,ready,no,450x81Nx76,4,3,2,
volvo-ecr88d,mdl_volvo_ecr88d,Volvo,ECR88D,ready,yes,450x81Nx76,1,0,2,
volvo-mct110c,mdl_volvo_mct110c,Volvo,MCT110C,ready,yes,450x86Bx56,15,2,1,
volvo-mct125c,mdl_volvo_mct125c,Volvo,MCT125C,ready,yes,450x86Bx56,13,2,1,
volvo-mct135c,mdl_volvo_mct135c,Volvo,MCT135C,ready,yes,450x86Bx56,13,2,1,
volvo-mct145,mdl_volvo_mct145,Volvo,MCT145,blocked,yes,450x86Bx56,0,0,1,no_products
volvo-mct145c,mdl_volvo_mct145c,Volvo,MCT145C,ready,yes,450x86Bx56,13,2,1,
volvo-mct85c,mdl_volvo_mct85c,Volvo,MCT85C,ready,yes,320x86Bx50,11,2,2,
wacker-neuson-1101cp,mdl_wacker_neuson_1101cp,Wacker Neuson,1101CP,blocked,yes,450x86Bx56,0,0,1,no_products
wacker-neuson-3503,mdl_wacker_neuson_3503,Wacker Neuson,3503,ready,yes,300x52.5Nx84,2,1,2,
wacker-neuson-5002,mdl_wacker_neuson_5002,Wacker Neuson,5002,ready,yes,400x72.5Kx74,3,2,3,
wacker-neuson-50z-3,mdl_wacker_neuson_50z3,Wacker Neuson,50Z3,ready,yes,400x72.5Kx74,2,2,3,
wacker-neuson-6003,mdl_wacker_neuson_6003,Wacker Neuson,6003,ready,yes,400x72.5Kx74,3,2,3,
wacker-neuson-ez17,mdl_wacker_neuson_ez17,Wacker Neuson,EZ17,ready,yes,230x48x72,2,0,1,
wacker-neuson-ez38,mdl_wacker_neuson_ez38,Wacker Neuson,EZ38,ready,yes,300x52.5Nx84,2,0,2,
wacker-neuson-ez50,mdl_wacker_neuson_ez50,Wacker Neuson,EZ50,ready,yes,400x72.5Kx74,4,0,3,
wacker-neuson-ez53,mdl_wacker_neuson_ez53,Wacker Neuson,EZ53,ready,yes,400x72.5Kx74,4,0,3,
wacker-neuson-st28,mdl_wacker_neuson_st28,Wacker Neuson,ST28,ready,no,320x86x52,23,1,2,
wacker-neuson-st31,mdl_wacker_neuson_st31,Wacker Neuson,ST31,ready,yes,320x86x52,23,1,2,
wacker-neuson-st35,mdl_wacker_neuson_st35,Wacker Neuson,ST35,ready,yes,450x86Bx56,13,2,1,
wacker-neuson-st40,mdl_wacker_neuson_st40,Wacker Neuson,ST40,blocked,yes,450x86Bx58,0,0,1,no_products
wacker-neuson-st45,mdl_wacker_neuson_st45,Wacker Neuson,ST45,ready,yes,450x86Bx56,13,2,2,
wacker-neuson-st50,mdl_wacker_neuson_st50,Wacker Neuson,ST50,ready,yes,450x86Bx58,13,2,1,
yanmar-b3-u,mdl_yanmar_b3u,Yanmar,B3U,blocked,yes,300x52.5Nx84,0,0,2,no_products
yanmar-t210,mdl_yanmar_t_210,Yanmar,T-210,blocked,yes,450x86Bx56,0,0,1,no_products
yanmar-t175,mdl_yanmar_t175,Yanmar,T175,ready,yes,320x86Bx54,2,3,1,
yanmar-vio-30-1-offset-type,mdl_yanmar_vio_30_1,Yanmar,VIO 30-1,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-30-2-offset-type,mdl_yanmar_vio_30_2,Yanmar,VIO 30-2,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-30-3s-offset-type,mdl_yanmar_vio_30_3s,Yanmar,VIO 30-3S,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-30v-offset-type,mdl_yanmar_vio_30v,Yanmar,VIO 30V,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-33-offset-type,mdl_yanmar_vio_33,Yanmar,VIO 33,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-35-offset-type,mdl_yanmar_vio_35,Yanmar,VIO 35,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-35-1-offset-type,mdl_yanmar_vio_35_1,Yanmar,VIO 35-1,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-35-2-offset-type,mdl_yanmar_vio_35_2,Yanmar,VIO 35-2,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-35-3-offset-type,mdl_yanmar_vio_35_3,Yanmar,VIO 35-3,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-35-5-offset-type,mdl_yanmar_vio_35_5,Yanmar,VIO 35-5,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-35cr-offset-type,mdl_yanmar_vio_35cr,Yanmar,VIO 35CR,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-38-offset-type,mdl_yanmar_vio_38,Yanmar,VIO 38,blocked,yes,300x55.5x82,0,0,1,no_products
yanmar-vio-40-offset-type,mdl_yanmar_vio_40,Yanmar,VIO 40,blocked,yes,400x75.5x74,0,0,1,no_products
yanmar-vio-50-3-offset-type,mdl_yanmar_vio_50_3,Yanmar,VIO 50-3,ready,yes,400x75.5x74,1,0,1,
yanmar-vio-55-cr-offset-type,mdl_yanmar_vio_55_cr,Yanmar,VIO 55 CR,ready,yes,400x75.5x74,1,0,1,
yanmar-vio-57u-offset-type,mdl_yanmar_vio_57u,Yanmar,VIO 57U,blocked,yes,400x75.5x74,0,0,1,no_products
yanmar-vio-45v-offset-type,mdl_yanmar_vio_45_v,Yanmar,VIO-45-V,ready,yes,400x75.5x74,1,0,1,
yanmar-vio-50v-offset-type,mdl_yanmar_vio_50_v,Yanmar,VIO-50-V,ready,yes,400x75.5x74,1,0,1,
yanmar-vio-27-2-offset-type,mdl_yanmar_vio27_2,Yanmar,VIO27-2,partial,yes,,0,2,6,missing_primary_track_size_v2
yanmar-vio-27-3-offset-type,mdl_yanmar_vio27_3,Yanmar,VIO27-3,partial,yes,,0,2,6,missing_primary_track_size_v2
yanmar-vio-27-5-offset-type,mdl_yanmar_vio27_5,Yanmar,VIO27-5,partial,yes,,0,1,6,missing_primary_track_size_v2
yanmar-vio-35-6a,mdl_yanmar_vio35_6a,Yanmar,VIO35 6A,ready,yes,300x52.5Kx88,2,2,1,
yanmar-vio-40-1-offset-type,mdl_yanmar_vio40_1,Yanmar,VIO40-1,ready,yes,400x75.5x74,1,0,1,
yanmar-vio-40-2-offset-type,mdl_yanmar_vio40_2,Yanmar,VIO40-2,ready,yes,400x75.5x74,1,0,1,
yanmar-vio-40v-offset-type,mdl_yanmar_vio40v,Yanmar,VIO40V,ready,yes,400x75.5x74,1,0,1,
yanmar-vio-45-offset-type,mdl_yanmar_vio45,Yanmar,VIO45,ready,yes,400x75.5x74,2,0,1,
yanmar-vio-45-5-offset-type,mdl_yanmar_vio45_5,Yanmar,VIO45-5,ready,yes,400x75.5x74,2,0,1,
yanmar-vio45-6a,mdl_yanmar_vio456a,Yanmar,VIO456A,ready,yes,400x72.5Wx76,2,0,1,
yanmar-vio-45-cr-offset-type,mdl_yanmar_vio45cr,Yanmar,VIO45CR,ready,yes,400x75.5x74,2,0,1,
yanmar-vio-50-1-offset-type,mdl_yanmar_vio50_1,Yanmar,VIO50-1,ready,yes,400x75.5x74,2,2,1,
yanmar-vio-50-2-offset-type,mdl_yanmar_vio50_2,Yanmar,VIO50-2,ready,yes,400x75.5x74,2,2,1,
yanmar-vio-55-offset-type,mdl_yanmar_vio55,Yanmar,VIO55,ready,yes,400x75.5x74,1,2,1,
yanmar-vio-55-5-offset-type,mdl_yanmar_vio55_5,Yanmar,VIO55 5,ready,yes,400x75.5x74,1,2,1,
yanmar-vio-55-6a,mdl_yanmar_vio55_6a,Yanmar,VIO55-6A,blocked,yes,400x72.5Wx76,0,0,1,no_products
