handle,machine_id,brand,model,primary_track_size,publish_status,hero,track_count,uc_count,approved_sizes,shopify_exists,status,issues
hitachi-zx60usb-3,mdl_hitachi_zx60usb3,Hitachi,ZX60USB3,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
hitachi-zx60usb-5,mdl_hitachi_zx60usb5,Hitachi,ZX60USB5,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
hyundai-r17z-9a,mdl_hyundai_r17z_9a,Hyundai,R17Z-9A,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
hyundai-r27z-9,mdl_hyundai_r27z_9,Hyundai,R27Z-9,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
hyundai-r35z-7,mdl_hyundai_r35z_7,Hyundai,R35Z-7,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
hyundai-r-35-z-9,mdl_hyundai_r35z9,Hyundai,R35Z9,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
hyundai-r55-9a,mdl_hyundai_r55_9a,Hyundai,R55-9A,400x72.5Wx76,blocked,yes,0,0,1,unknown,fail,blocked;no_products
hyundai-r55-3,mdl_hyundai_r553,Hyundai,R553,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-r55-7,mdl_hyundai_r557,Hyundai,R557,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-r55-9,mdl_hyundai_r559,Hyundai,R559,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-r60cr-9,mdl_hyundai_r60cr9,Hyundai,R60CR9,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-r60cr-9a,mdl_hyundai_r60cr9a,Hyundai,R60CR9A,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-27z-9,mdl_hyundai_robex_27z_9,Hyundai,ROBEX 27Z-9,300x52.5Nx80,ready,no,3,0,1,unknown,review,missing_hero
hyundai-robex-30,mdl_hyundai_robex_30,Hyundai,ROBEX 30,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
hyundai-robex-35-5,mdl_hyundai_robex_35_5,Hyundai,ROBEX 35-5,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
hyundai-robex-35-7,mdl_hyundai_robex_35_7,Hyundai,ROBEX 35-7,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
hyundai-robex-36-7,mdl_hyundai_robex_36_7,Hyundai,ROBEX 36-7,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
hyundai-robex-17z-9a,mdl_hyundai_robex_17z_9a,Hyundai,ROBEX-17Z-9A,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-28-5,mdl_hyundai_robex285,Hyundai,ROBEX285,300x52.5Nx74,ready,no,1,0,1,unknown,review,missing_hero
hyundai-robex-30z-9ak,mdl_hyundai_robex30z9ak,Hyundai,ROBEX30Z9AK,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-35-9,mdl_hyundai_robex359,Hyundai,ROBEX359,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-35z-7a,mdl_hyundai_robex35z7a,Hyundai,ROBEX35Z7A,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex35z9a,mdl_hyundai_robex35z9a,Hyundai,ROBEX35Z9A,300x52.5x86,ready,no,2,2,1,unknown,review,missing_hero
hyundai-robex-35z-9ak,mdl_hyundai_robex35z9ak,Hyundai,ROBEX35Z9AK,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-55-3,mdl_hyundai_robex553,Hyundai,ROBEX553,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-55-7,mdl_hyundai_robex557,Hyundai,ROBEX557,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-55-9,mdl_hyundai_robex559,Hyundai,ROBEX559,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-55-9a,mdl_hyundai_robex559a,Hyundai,ROBEX559A,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-60cr-9a,mdl_hyundai_robex60cr9a,Hyundai,ROBEX60CR9A,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
hyundai-robex-75-7,mdl_hyundai_robex75_7,Hyundai,ROBEX75-7,450x81Nx76,ready,no,1,0,2,unknown,review,missing_hero
hyundai-robex-80-7,mdl_hyundai_robex807,Hyundai,ROBEX807,450x81Wx74,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
hyundai-robex-80cr-9,mdl_hyundai_robex80cr9,Hyundai,ROBEX80CR9,450x81Nx76,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
hyundai-robex-r60-cr-9,mdl_hyundai_robexr60cr9,Hyundai,ROBEXR60CR9,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
ihi-17vx,mdl_ihi_17vx,IHI,17VX,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
ihi-18-j,mdl_ihi_18_j,IHI,18-J,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
ihi-18n,mdl_ihi_18n,IHI,18N,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
ihi-18nxt,mdl_ihi_18nxt,IHI,18NXT,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
ihi-25-nx,mdl_ihi_25nx,IHI,25NX,300x52.5Nx78,ready,no,2,2,2,unknown,review,missing_hero
ihi-28-n,mdl_ihi_28n,IHI,28N,300x52.5Nx78,ready,no,2,2,2,unknown,review,missing_hero
ihi-28-n-2,mdl_ihi_28n2,IHI,28N2,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
ihi-35n,mdl_ihi_35n,IHI,35N,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
ihi-45v-4,mdl_ihi_45v4,IHI,45V4,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
ihi-50g,mdl_ihi_50g,IHI,50G,400x72.5Kx74,ready,no,5,2,3,unknown,review,missing_hero
ihi-50g-3,mdl_ihi_50g3,IHI,50G3,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
ihi-50gx,mdl_ihi_50gx,IHI,50GX,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
ihi-50j,mdl_ihi_50j,IHI,50J,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
ihi-50jx,mdl_ihi_50jx,IHI,50JX,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
ihi-50ux,mdl_ihi_50ux,IHI,50UX,400x72.5Kx74,ready,no,5,2,3,unknown,review,missing_hero
ihi-50z,mdl_ihi_50z,IHI,50Z,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-65nx,mdl_ihi_65nx,IHI,65NX,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
ihi-cl35,mdl_ihi_cl35,IHI,CL35,320x86x52,ready,yes,14,0,2,unknown,pass,
ihi-cl45,mdl_ihi_cl45,IHI,CL45,450x86Bx56,ready,yes,13,0,1,unknown,pass,
ihi-is-27,mdl_ihi_is27,IHI,IS27,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-27g,mdl_ihi_is27g,IHI,IS27G,300x52.5Nx76,ready,no,1,2,2,unknown,review,missing_hero
ihi-is-27gx,mdl_ihi_is27gx,IHI,IS27GX,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-28g,mdl_ihi_is28g,IHI,IS28G,300x52.5Nx76,ready,no,1,2,2,unknown,review,missing_hero
ihi-is-28g3,mdl_ihi_is28g3,IHI,IS28G3,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-28gx,mdl_ihi_is28gx,IHI,IS28GX,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-28j,mdl_ihi_is28j,IHI,IS28J,300x52.5Nx76,ready,no,1,2,2,unknown,review,missing_hero
ihi-is-28lx,mdl_ihi_is28lx,IHI,IS28LX,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-28px,mdl_ihi_is28px,IHI,IS28PX,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-28ux,mdl_ihi_is28ux,IHI,IS28UX,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-30g,mdl_ihi_is30g,IHI,IS30G,300x52.5Nx76,ready,no,1,2,2,unknown,review,missing_hero
ihi-is-30gx,mdl_ihi_is30gx,IHI,IS30GX,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-30j,mdl_ihi_is30j,IHI,IS30J,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
ihi-is-30jx,mdl_ihi_is30jx,IHI,IS30JX,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
ihi-is-30nx,mdl_ihi_is30nx,IHI,IS30NX,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
ihi-is-30uj,mdl_ihi_is30uj,IHI,IS30UJ,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
ihi-is-32j,mdl_ihi_is32j,IHI,IS32J,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
ihi-is-35g,mdl_ihi_is35g,IHI,IS35G,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
ihi-is-35gx,mdl_ihi_is35gx,IHI,IS35GX,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
ihi-is-35j,mdl_ihi_is35j,IHI,IS35J,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
ihi-is-35nx,mdl_ihi_is35nx,IHI,IS35NX,300x52.5Nx84,ready,no,4,1,2,unknown,review,missing_hero
ihi-is-35uj,mdl_ihi_is35uj,IHI,IS35UJ,300x52.5Nx84,ready,no,4,1,2,unknown,review,missing_hero
ihi-is-38uj,mdl_ihi_is38uj,IHI,IS38UJ,300x52.5Nx84,ready,no,4,0,2,unknown,review,missing_hero
ihi-is-38ux,mdl_ihi_is38ux,IHI,IS38UX,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
ihi-is-40g,mdl_ihi_is40g,IHI,IS40G,400x72.5Kx72,ready,no,3,3,3,unknown,review,missing_hero
ihi-is-40gx,mdl_ihi_is40gx,IHI,IS40GX,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
ihi-is-40gx-2,mdl_ihi_is40gx2,IHI,IS40GX2,400x72.5Kx72,ready,no,2,0,3,unknown,review,missing_hero
ihi-is-40gx-3,mdl_ihi_is40gx3,IHI,IS40GX3,400x72.5Kx72,ready,no,2,0,3,unknown,review,missing_hero
ihi-is-40j,mdl_ihi_is40j,IHI,IS40J,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
ihi-is-40jx,mdl_ihi_is40jx,IHI,IS40JX,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
ihi-is-40nx,mdl_ihi_is40nx,IHI,IS40NX,400x72.5Kx72,ready,no,2,0,3,unknown,review,missing_hero
ihi-is-45j,mdl_ihi_is45j,IHI,IS45J,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
ihi-is-45nx,mdl_ihi_is45nx,IHI,IS45NX,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
ihi-is-45uj,mdl_ihi_is45uj,IHI,IS45UJ,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
ihi-is-50g,mdl_ihi_is50g,IHI,IS50G,400x72.5Kx74,ready,no,4,3,3,unknown,review,missing_hero
ihi-is-50g3,mdl_ihi_is50g3,IHI,IS50G3,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-50gx,mdl_ihi_is50gx,IHI,IS50GX,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-50uj,mdl_ihi_is50uj,IHI,IS50UJ,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-50ux,mdl_ihi_is50ux,IHI,IS50UX,400x72.5Kx74,ready,no,4,3,3,unknown,review,missing_hero
ihi-is-50z,mdl_ihi_is50z,IHI,IS50Z,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-55,mdl_ihi_is55,IHI,IS55,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-55g,mdl_ihi_is55g,IHI,IS55G,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-55g-3,mdl_ihi_is55g3,IHI,IS55G3,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
ihi-is-55j,mdl_ihi_is55j,IHI,IS55J,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-55lx,mdl_ihi_is55lx,IHI,IS55LX,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-55n,mdl_ihi_is55n,IHI,IS55N,400x72.5Kx74,ready,no,7,2,3,unknown,review,missing_hero
ihi-is-55u-1,mdl_ihi_is55u1,IHI,IS55U1,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
ihi-is-55u-2,mdl_ihi_is55u2,IHI,IS55U2,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
ihi-is-55uj,mdl_ihi_is55uj,IHI,IS55UJ,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
ihi-is-55ux,mdl_ihi_is55ux,IHI,IS55UX,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
jcb-150t,mdl_jcb_150t,JCB,150T,320x86x48,ready,no,0,2,1,unknown,review,missing_hero
jcb-16c-1,mdl_jcb_16c_1,JCB,16C-1,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
jcb-180t,mdl_jcb_180t,JCB,180T,320x86Bx50,ready,no,11,1,1,unknown,review,missing_hero
jcb-18z-1,mdl_jcb_18z_1,JCB,18Z-1,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
jcb-190t,mdl_jcb_190t,JCB,190T,320x86Bx50,ready,no,33,1,3,unknown,review,missing_hero
jcb-190t-eco,mdl_jcb_190t_eco,JCB,190T-ECO,320x86Bx50,ready,no,11,1,1,unknown,review,missing_hero
jcb-19c-1,mdl_jcb_19c_1,JCB,19C-1,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
jcb-205t,mdl_jcb_205t,JCB,205T,320x86x52,ready,no,15,2,1,unknown,review,missing_hero
jcb-205t-eco,mdl_jcb_205t_eco,JCB,205T-ECO,320x86Bx50,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
jcb-210t,mdl_jcb_210t,JCB,210T,320x86Bx50,ready,no,11,0,1,unknown,review,missing_hero
jcb-215t,mdl_jcb_215t,JCB,215T,320x86Bx50,ready,no,11,2,1,unknown,review,missing_hero
jcb-225t,mdl_jcb_225t,JCB,225T,450x86Bx56,blocked,yes,0,0,1,unknown,fail,blocked;no_products
jcb-225t-eco,mdl_jcb_225t_eco,JCB,225T-ECO,450x86Bx56,ready,no,15,2,1,unknown,review,missing_hero
jcb-250-t-tracks,mdl_jcb_250t,JCB,250T,450x86Bx56,ready,no,13,0,1,unknown,review,missing_hero
jcb-260t,mdl_jcb_260t,JCB,260T,450x86Bx56,ready,yes,15,2,1,unknown,pass,
jcb-260t-eco,mdl_jcb_260t_eco,JCB,260T-ECO,450x86Bx56,ready,no,15,2,1,unknown,review,missing_hero
jcb-270t,mdl_jcb_270t,JCB,270T,450x86Bx56,blocked,yes,0,0,1,unknown,fail,blocked;no_products
jcb-2ts,mdl_jcb_2ts,JCB,2TS,320x86Bx50,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
jcb-2-ts-7-t-tracks,mdl_jcb_2ts_7t,JCB,2TS-7T,320x86Bx50,ready,no,11,0,1,unknown,review,missing_hero
jcb-300t,mdl_jcb_300t,JCB,300T,450x86Bx56,ready,yes,15,2,1,unknown,pass,
jcb-300t-eco,mdl_jcb_300t_eco,JCB,300T-ECO,450x86Bx56,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
jcb-320t,mdl_jcb_320t,JCB,320T,450x86Bx56,blocked,yes,0,0,1,unknown,fail,blocked;no_products
jcb-320t-eco,mdl_jcb_320t_eco,JCB,320T-ECO,450x86Bx56,ready,no,15,2,1,unknown,review,missing_hero
jcb-35z-1,mdl_jcb_35z_1,JCB,35Z 1,450x81.5x76,ready,no,2,0,1,unknown,review,missing_hero
jcb-3ts-8t,mdl_jcb_3ts_8t,JCB,3TS-8T,450x86Bx56,ready,yes,15,2,1,unknown,pass,
jcb-45z-1,mdl_jcb_45z_1,JCB,45Z 1,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
jcb-48z-1,mdl_jcb_48z_1,JCB,48Z 1,400x72.5Kx74,ready,no,2,2,3,unknown,review,missing_hero
jcb-55z-1,mdl_jcb_55z_1,JCB,55Z 1,400x72.5Kx74,ready,no,2,2,3,unknown,review,missing_hero
jcb-57c-1,mdl_jcb_57c_1,JCB,57C 1,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
jcb-57z-1,mdl_jcb_57z_1,JCB,57Z 1,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
jcb-65r,mdl_jcb_65r,JCB,65R,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
jcb-67c,mdl_jcb_67c,JCB,67C,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
jcb-801,mdl_jcb_801,JCB,801,180x72x37,ready,no,3,0,2,unknown,review,missing_hero
jcb-8017,mdl_jcb_8017,JCB,8017,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
jcb-8018,mdl_jcb_8018,JCB,8018,230x48x62,ready,yes,1,0,0,unknown,pass,
jcb-801r,mdl_jcb_801r,JCB,801R,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
jcb-802-plus,mdl_jcb_802_plus,JCB,802 PLUS,300x52.5Nx74,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
jcb-802-super,mdl_jcb_802_super,JCB,802 SUPER,300x52.5Nx74,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
jcb-802-7,mdl_jcb_802_7,JCB,802.7,300x52.5Nx84,ready,yes,1,0,2,unknown,pass,
jcb-802-7-zts,mdl_jcb_802_7_zts,JCB,802.7 ZTS,300x52.5Nx74,ready,no,2,0,1,unknown,review,missing_hero
jcb-8025,mdl_jcb_8025,JCB,8025,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
jcb-8025zts,mdl_jcb_8025zts,JCB,8025ZTS,300x52.5Nx78,ready,no,2,1,2,unknown,review,missing_hero
jcb-8026,mdl_jcb_8026,JCB,8026,300x52.5Nx78,ready,no,2,0,2,unknown,review,missing_hero
jcb-803,mdl_jcb_803,JCB,803,300x52.5Nx84,ready,no,2,3,2,unknown,review,missing_hero
jcb-803-magnum,mdl_jcb_803_magnum,JCB,803 MAGNUM,300x52.5Nx84,ready,no,2,0,2,unknown,review,missing_hero
jcb-803-plus,mdl_jcb_803_plus,JCB,803 PLUS,300x52.5Nx84,ready,no,2,0,2,unknown,review,missing_hero
jcb-803-super,mdl_jcb_803_super,JCB,803 SUPER,300x52.5Nx84,ready,no,2,0,2,unknown,review,missing_hero
jcb-8030zts,mdl_jcb_8030_zts,JCB,8030 ZTS,300x52.5Nx84,ready,yes,2,0,2,unknown,pass,
jcb-8032,mdl_jcb_8032,JCB,8032,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
jcb-803-2-zts,mdl_jcb_8032zts,JCB,8032ZTS,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
jcb-8035,mdl_jcb_8035,JCB,8035,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
jcb-8035zts,mdl_jcb_8035_zts,JCB,8035 ZTS,300x52.5Nx84,ready,yes,2,0,2,unknown,pass,
jcb-8035z,mdl_jcb_8035z,JCB,8035Z,300x52.5Nx84,ready,no,4,1,2,unknown,review,missing_hero
jcb-803e,mdl_jcb_803e,JCB,803E,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
jcb-804,mdl_jcb_804,JCB,804,300x52.5Nx84,ready,no,4,1,2,unknown,review,missing_hero
jcb-8045,mdl_jcb_8045,JCB,8045,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
jcb-8045zts,mdl_jcb_8045zts,JCB,8045ZTS,400x72.5Kx74,ready,no,4,3,3,unknown,review,missing_hero
jcb-805,mdl_jcb_805,JCB,805,400x72.5Kx74,ready,no,4,3,3,unknown,review,missing_hero
jcb-8050zts,mdl_jcb_8050_zts,JCB,8050 ZTS,400x72.5Kx74,ready,yes,4,0,3,unknown,pass,
jcb-805-2,mdl_jcb_8052,JCB,8052,400x72.5Kx74,ready,no,4,3,3,unknown,review,missing_hero
jcb-8055,mdl_jcb_8055,JCB,8055,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
jcb-8055rts,mdl_jcb_8055rts,JCB,8055RTS,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
jcb-8055z,mdl_jcb_8055z,JCB,8055Z,400x72.5Kx74,ready,no,7,2,3,unknown,review,missing_hero
jcb-8055zts,mdl_jcb_8055zts,JCB,8055ZTS,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
jcb-806,mdl_jcb_806,JCB,806,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
jcb-8060,mdl_jcb_8060,JCB,8060,400x72.5Kx74,ready,no,4,4,3,unknown,review,missing_hero
jcb-8065,mdl_jcb_8065,JCB,8065,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
jcb-8065rts,mdl_jcb_8065rts,JCB,8065RTS,400x72.5Kx74,ready,no,7,2,3,unknown,review,missing_hero
jcb-8080,mdl_jcb_8080,JCB,8080,450x81Nx76,ready,no,4,3,2,unknown,review,missing_hero
jcb-8080zts,mdl_jcb_8080_zts,JCB,8080 ZTS,450x81.5x76,ready,no,1,0,1,unknown,review,missing_hero
jcb-8085zts,mdl_jcb_8085zts,JCB,8085ZTS,450x81.5x76,ready,no,3,3,1,unknown,review,missing_hero
jcb-85z-1,mdl_jcb_85z_1,JCB,85Z-1,450x81Nx78,ready,no,3,3,2,unknown,review,missing_hero
jcb-86c-1,mdl_jcb_86c_1,JCB,86C-1,450x81Nx78,ready,no,2,1,2,unknown,review,missing_hero
jcb-90z-1,mdl_jcb_90z_1,JCB,90Z 1,450x81Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
jcb-jz-70,mdl_jcb_jz_70,JCB,JZ 70,450x81.5x76,ready,no,2,0,3,unknown,review,missing_hero
john-deere-17d,mdl_john_deere_17d,John Deere,17D,230x48x70,ready,no,2,3,1,unknown,review,missing_hero
john-deere-17g,mdl_john_deere_17g,John Deere,17G,230x48x70,ready,yes,2,3,1,unknown,pass,
john-deere-17p,mdl_john_deere_17p,John Deere,17P,230x48x70,ready,yes,2,0,1,unknown,pass,
john-deere-17zts,mdl_john_deere_17zts,John Deere,17ZTS,230x48x70,ready,no,4,3,1,unknown,review,missing_hero
john-deere-26g,mdl_john_deere_26g,John Deere,26G,300x52.5Nx80,ready,yes,3,5,1,unknown,pass,
john-deere-27d,mdl_john_deere_27d,John Deere,27D,300x52.5Nx80,ready,no,4,6,1,unknown,review,missing_hero
john-deere-27zts,mdl_john_deere_27zts,John Deere,27ZTS,300x52.5Nx78,ready,no,1,2,2,unknown,review,missing_hero
john-deere-30g,mdl_john_deere_30g,John Deere,30G,300x52.5x86,ready,yes,2,5,1,unknown,pass,
john-deere-317g,mdl_john_deere_317g,John Deere,317G,320x86Bx50,ready,yes,38,4,2,unknown,pass,
john-deere-319d,mdl_john_deere_319d,John Deere,319D,320x86x52,ready,yes,14,4,2,unknown,pass,
john-deere-319e,mdl_john_deere_319e,John Deere,319E,320x86x52,ready,yes,25,3,2,unknown,pass,
john-deere-323d,mdl_john_deere_323d,John Deere,323D,320x86x52,ready,yes,25,5,2,unknown,pass,
john-deere-323e,mdl_john_deere_323e,John Deere,323E,320x86x52,ready,yes,25,4,2,yes,pass,
john-deere-325g,mdl_john_deere_325g,John Deere,325G,320x86x52,ready,yes,19,3,2,unknown,pass,
john-deere-329d,mdl_john_deere_329d,John Deere,329D,450x86Bx56,ready,yes,15,5,1,unknown,pass,
john-deere-329e,mdl_john_deere_329e,John Deere,329E,450x86Bx56,ready,yes,15,4,1,unknown,pass,
john-deere-331g,mdl_john_deere_331g,John Deere,331G,450x86Bx58,ready,yes,14,2,1,unknown,pass,
john-deere-331p,mdl_john_deere_331p,John Deere,331P,450x86Bx58,ready,yes,26,0,1,unknown,pass,
john-deere-333d,mdl_john_deere_333d,John Deere,333D,450x86Bx56,ready,yes,13,4,1,unknown,pass,
john-deere-333e,mdl_john_deere_333e,John Deere,333E,450x86Bx56,ready,yes,13,3,1,unknown,pass,
john-deere-333g,mdl_john_deere_333g,John Deere,333G,450x86Bx58,ready,yes,14,2,1,unknown,pass,
john-deere-333p,mdl_john_deere_333p,John Deere,333P,450x86Bx58,ready,yes,15,0,1,unknown,pass,
john-deere-335p,mdl_john_deere_335p,John Deere,335P,450x86Bx58,ready,yes,13,0,1,unknown,pass,
john-deere-35czts,mdl_john_deere_35czts,John Deere,35CZTS,300x52.5x86,ready,no,4,3,1,unknown,review,missing_hero
john-deere-35d,mdl_john_deere_35d,John Deere,35D,300x52.5x86,ready,yes,3,7,1,unknown,pass,
john-deere-35g,mdl_john_deere_35g,John Deere,35G,300x52.5x86,ready,yes,2,5,1,unknown,pass,
john-deere-35p,mdl_john_deere_35p,John Deere,35P,300x52.5x86,ready,yes,2,1,1,unknown,pass,
john-deere-35zts,mdl_john_deere_35zts,John Deere,35ZTS,300x52.5x86,ready,no,4,5,1,unknown,review,missing_hero
john-deere-50d,mdl_john_deere_50d,John Deere,50D,400x72.5Kx74,ready,no,7,9,3,unknown,review,missing_hero
john-deere-50g,mdl_john_deere_50g,John Deere,50G,400x72.5Kx74,ready,yes,8,6,3,unknown,pass,
john-deere-50p,mdl_john_deere_50p,John Deere,50P,400x72.5Kx74,ready,no,8,4,3,unknown,review,missing_hero
john-deere-50zts,mdl_john_deere_50zts,John Deere,50ZTS,400x72.5Kx72,ready,no,5,6,3,unknown,review,missing_hero
john-deere-60d,mdl_john_deere_60d,John Deere,60D,400x72.5Kx74,ready,no,5,5,3,unknown,review,missing_hero
john-deere-60g,mdl_john_deere_60g,John Deere,60G,400x72.5Kx74,ready,yes,4,7,3,unknown,pass,
john-deere-75c,mdl_john_deere_75c,John Deere,75C,450x81Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
john-deere-75d,mdl_john_deere_75d,John Deere,75D,450x81Nx78,ready,no,4,7,2,unknown,review,missing_hero
john-deere-75g,mdl_john_deere_75g,John Deere,75G,450x81Nx78,ready,yes,4,6,2,unknown,pass,
john-deere-85g,mdl_john_deere_85g,John Deere,85G,450x81Nx78,ready,yes,4,6,2,unknown,pass,
john-deere-ct322,mdl_john_deere_ct322,John Deere,CT322,320x86x52,ready,yes,46,4,2,unknown,pass,
