handle,machine_id,brand,model,primary_track_size,publish_status,hero,track_count,uc_count,approved_sizes,shopify_exists,status,issues
manitou-mx65,mdl_manitou_mx65,Manitou,MX65,320x86Bx50,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
mustang-1350r,mdl_mustang_1350r,Mustang,1350R,320x84Bx46,ready,no,27,12,1,unknown,review,missing_hero
mustang-1650-rt,mdl_mustang_1650rt,Mustang,1650RT,320x86Bx49,ready,no,17,3,2,unknown,review,missing_hero
mustang-1750-rt,mdl_mustang_1750_rt,Mustang,1750 RT,320x86Bx54,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
mustang-2100rt,mdl_mustang_2100rt,Mustang,2100RT,450x86Bx56,ready,yes,13,5,1,unknown,pass,
mustang-2150rt,mdl_mustang_2150rt,Mustang,2150RT,450x86Bx56,ready,no,13,3,1,unknown,review,missing_hero
mustang-2500rt,mdl_mustang_2500rt,Mustang,2500RT,450x86Bx58,ready,yes,13,4,1,unknown,pass,
mustang-me5002,mdl_mustang_me5002,Mustang,ME5002,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
mustang-me6002,mdl_mustang_me6002,Mustang,ME6002,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
mustang-me6003,mdl_mustang_me6003,Mustang,ME6003,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
mustang-me6502,mdl_mustang_me6502,Mustang,ME6502,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
mustang-mtl16,mdl_mustang_mtl16,Mustang,MTL16,320x86x52,ready,no,4,4,2,unknown,review,missing_hero
mustang-mtl20,mdl_mustang_mtl20,Mustang,MTL20,450x100x48,ready,no,6,5,1,unknown,review,missing_hero
mustang-mtl25,mdl_mustang_mtl25,Mustang,MTL25,450x100x50,ready,no,6,4,1,unknown,review,missing_hero
mustang-mtl316,mdl_mustang_mtl316,Mustang,MTL316,320x86x52,ready,no,4,4,2,unknown,review,missing_hero
mustang-mtl320,mdl_mustang_mtl320,Mustang,MTL320,450x100x48,ready,no,6,4,1,unknown,review,missing_hero
mustang-mtl325,mdl_mustang_mtl325,Mustang,MTL325,450x100x50,ready,no,6,4,1,unknown,review,missing_hero
mustang-rt2100,mdl_mustang_rt2100,Mustang,RT2100,450x86Bx56,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
mustang-rt2500,mdl_mustang_rt2500,Mustang,RT2500,450x86Bx58,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
new-holland-c175,mdl_new_holland_c175,New Holland,C175,320x86Bx50,ready,yes,38,4,2,unknown,pass,
new-holland-c180,mdl_new_holland_c180,New Holland,C180,320x86x52,ready,no,8,4,2,unknown,review,missing_hero
new-holland-c185,mdl_new_holland_c185,New Holland,C185,450x86Bx55,ready,yes,20,5,1,unknown,pass,
new-holland-c190,mdl_new_holland_c190,New Holland,C190,450x86Bx55,ready,yes,16,4,1,unknown,pass,
new-holland-c227,mdl_new_holland_c227,New Holland,C227,320x86Bx50,ready,no,19,5,2,unknown,review,missing_hero
new-holland-c232,mdl_new_holland_c232,New Holland,C232,450x86Bx55,ready,yes,16,5,1,unknown,pass,
new-holland-c234,mdl_new_holland_c234,New Holland,C234,450x86Bx55,ready,yes,12,5,1,unknown,pass,
new-holland-c237,mdl_new_holland_c237,New Holland,C237,450x86Bx55,ready,yes,12,5,1,unknown,pass,
new-holland-c238,mdl_new_holland_c238,New Holland,C238,450x86Bx55,ready,yes,16,5,1,unknown,pass,
new-holland-c245,mdl_new_holland_c245,New Holland,C245,450x86Bx55,ready,yes,12,5,1,unknown,pass,
new-holland-c314,mdl_new_holland_c314,New Holland,C314,180x72Kx45,ready,yes,7,0,1,unknown,pass,
new-holland-c327,mdl_new_holland_c327,New Holland,C327,320x86Bx50,ready,yes,14,5,1,unknown,pass,
new-holland-c330,mdl_new_holland_c330,New Holland,C330,450x86Bx55,blocked,yes,0,0,1,unknown,fail,blocked;no_products
new-holland-c332,mdl_new_holland_c332,New Holland,C332,450x86Bx55,ready,yes,12,5,1,unknown,pass,
new-holland-c334,mdl_new_holland_c334,New Holland,C334,450x86Bx55,ready,yes,12,5,1,unknown,pass,
new-holland-c337,mdl_new_holland_c337,New Holland,C337,450x86Bx55,ready,yes,12,5,1,unknown,pass,
new-holland-c345,mdl_new_holland_c345,New Holland,C345,450x86Bx55,ready,yes,12,5,1,unknown,pass,
new-holland-c362,mdl_new_holland_c362,New Holland,C362,450x86Bx63,ready,yes,10,2,1,unknown,pass,
new-holland-e-35-2sr,mdl_new_holland_e_35_2sr,New Holland,E 35.2SR,300x52.5Kx88,ready,no,1,0,2,unknown,review,missing_hero
new-holland-e35sr,mdl_new_holland_e_35sr,New Holland,E 35SR,300x52.5Kx88,ready,no,1,0,2,unknown,review,missing_hero
new-holland-e-70bsr,mdl_new_holland_e_70bsr,New Holland,E-70BSR,450x81.5x76,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e-70sr,mdl_new_holland_e_70sr,New Holland,E-70SR,450x81.5x76,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e-80,mdl_new_holland_e_80,New Holland,E-80,450x81.5x76,ready,no,2,0,3,unknown,review,missing_hero
new-holland-e-80bmsr,mdl_new_holland_e_80bmsr,New Holland,E-80BMSR,450x81.5x76,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e-80cs,mdl_new_holland_e_80cs,New Holland,E-80CS,450x81.5x76,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e-80msr,mdl_new_holland_e_80msr,New Holland,E-80MSR,450x81.5x76,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e16,mdl_new_holland_e16,New Holland,E16,230x48x70,ready,no,4,0,1,unknown,review,missing_hero
new-holland-e17,mdl_new_holland_e17,New Holland,E17,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e17c,mdl_new_holland_e17c,New Holland,E17C,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e18,mdl_new_holland_e18,New Holland,E18,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e18c,mdl_new_holland_e18c,New Holland,E18C,230x48x70,ready,yes,2,0,1,unknown,pass,
new-holland-e18sr,mdl_new_holland_e18sr,New Holland,E18SR,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
new-holland-e20-2sr,mdl_new_holland_e20_2sr,New Holland,E20 2SR,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
new-holland-e20sr,mdl_new_holland_e20sr,New Holland,E20SR,300x52.5Nx76,ready,no,2,1,2,unknown,review,missing_hero
new-holland-e22-2sr,mdl_new_holland_e22_2sr,New Holland,E22 2SR,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
new-holland-e25sr,mdl_new_holland_e25sr,New Holland,E25SR,300x52.5Nx76,ready,no,1,2,2,unknown,review,missing_hero
new-holland-e26bsr,mdl_new_holland_e26bsr,New Holland,E26BSR,300x52.5Nx76,ready,no,1,0,2,unknown,review,missing_hero
new-holland-e26c,mdl_new_holland_e26c,New Holland,E26C,300x52.5Nx74,ready,yes,1,0,1,unknown,pass,
new-holland-e27,mdl_new_holland_e27,New Holland,E27,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
new-holland-e27-2sr,mdl_new_holland_e27_2sr,New Holland,E27 2SR,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
new-holland-e-29-b-sr,mdl_new_holland_e29bsr,New Holland,E29BSR,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
new-holland-e30c,mdl_new_holland_e30c,New Holland,E30C,300x52.5Nx80,ready,yes,2,2,1,unknown,pass,
new-holland-e33c,mdl_new_holland_e33c,New Holland,E33C,300x52.5x86,ready,no,6,1,1,unknown,review,missing_hero
new-holland-e35,mdl_new_holland_e35,New Holland,E35,300x52.5Kx88,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
new-holland-e-35-2c,mdl_new_holland_e352c,New Holland,E352C,300x52.5Kx88,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
new-holland-e37c,mdl_new_holland_e37c,New Holland,E37C,300x52.5x86,ready,no,4,1,1,unknown,review,missing_hero
new-holland-e-40-2sr,mdl_new_holland_e40_2sr,New Holland,E40 2SR,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
new-holland-e-40sr,mdl_new_holland_e40sr,New Holland,E40SR,400x72.5Kx72,ready,no,5,3,3,unknown,review,missing_hero
new-holland-e-45-2sr,mdl_new_holland_e45_2sr,New Holland,E45 2SR,400x72.5Kx72,ready,no,3,0,3,unknown,review,missing_hero
new-holland-e455r,mdl_new_holland_e455r,New Holland,E455R,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
new-holland-e-45sr,mdl_new_holland_e45sr,New Holland,E45SR,400x72.5Kx72,ready,no,1,0,6,unknown,review,missing_hero
new-holland-e50,mdl_new_holland_e50,New Holland,E50,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
new-holland-e-50-2sr,mdl_new_holland_e50_2sr,New Holland,E50 2SR,400x72.5Kx72,ready,no,3,0,3,unknown,review,missing_hero
new-holland-e-50b,mdl_new_holland_e50b,New Holland,E50B,400x72.5Kx72,ready,no,3,2,3,unknown,review,missing_hero
new-holland-e50sr,mdl_new_holland_e50sr,New Holland,E50SR,400x72.5Kx74,ready,no,1,1,3,unknown,review,missing_hero
new-holland-e55bx,mdl_new_holland_e55bx,New Holland,E55BX,400x72.5Kx74,ready,no,1,1,3,unknown,review,missing_hero
new-holland-e57c,mdl_new_holland_e57c,New Holland,E57C,400x72.5Kx74,ready,no,1,2,3,unknown,review,missing_hero
new-holland-ec25,mdl_new_holland_ec25,New Holland,EC25,300x52.5Nx74,ready,no,1,0,1,unknown,review,missing_hero
new-holland-ec-25sr,mdl_new_holland_ec25sr,New Holland,EC25SR,300x52.5Nx74,ready,no,2,1,1,unknown,review,missing_hero
new-holland-ec35,mdl_new_holland_ec35,New Holland,EC35,300x52.5Nx80,ready,no,3,0,1,unknown,review,missing_hero
new-holland-ec-35sr,mdl_new_holland_ec35sr,New Holland,EC35SR,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
new-holland-ec45,mdl_new_holland_ec45,New Holland,EC45,400x72.5Kx72,ready,no,4,3,3,unknown,review,missing_hero
new-holland-ec-45sr,mdl_new_holland_ec45sr,New Holland,EC45SR,400x72.5Kx72,ready,no,8,2,3,unknown,review,missing_hero
new-holland-ec60,mdl_new_holland_ec60,New Holland,EC60,400x72.5Wx76,ready,no,4,2,1,unknown,review,missing_hero
new-holland-eh-35b,mdl_new_holland_eh_35b,New Holland,EH 35B,300x52.5Kx88,ready,no,1,0,2,unknown,review,missing_hero
new-holland-eh-15b,mdl_new_holland_eh15b,New Holland,EH15B,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
new-holland-eh16,mdl_new_holland_eh16,New Holland,EH16,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
new-holland-eh18,mdl_new_holland_eh18,New Holland,EH18,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
new-holland-eh25,mdl_new_holland_eh25,New Holland,EH25,300x52.5Nx74,ready,no,2,1,1,unknown,review,missing_hero
new-holland-eh-27b,mdl_new_holland_eh27b,New Holland,EH27B,300x52.5Nx80,ready,no,6,2,1,unknown,review,missing_hero
new-holland-eh-30b,mdl_new_holland_eh30_b,New Holland,EH30.B,300x52.5Wx82,ready,no,0,2,1,unknown,review,missing_hero
new-holland-eh35,mdl_new_holland_eh35,New Holland,EH35,300x52.5Kx88,ready,no,7,1,2,unknown,review,missing_hero
new-holland-eh45,mdl_new_holland_eh45,New Holland,EH45,400x72.5Kx74,ready,no,8,1,3,unknown,review,missing_hero
new-holland-eh-50b,mdl_new_holland_eh50b,New Holland,EH50B,400x72.5Kx72,ready,no,3,1,3,unknown,review,missing_hero
new-holland-lt175b,mdl_new_holland_lt175b,New Holland,LT175B,320x86Bx50,ready,no,19,4,1,unknown,review,missing_hero
new-holland-lt185,mdl_new_holland_lt185,New Holland,LT185,450x86Bx55,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
new-holland-lt185b,mdl_new_holland_lt185b,New Holland,LT185B,450x86Bx55,ready,no,16,4,1,unknown,review,missing_hero
new-holland-lt190,mdl_new_holland_lt190,New Holland,LT190,450x86Bx55,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
new-holland-lt190b,mdl_new_holland_lt190b,New Holland,LT190B,450x86Bx55,ready,no,16,4,1,unknown,review,missing_hero
sany-sy18c,mdl_sany_sy18c,Sany,SY18C,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
sany-sy26c,mdl_sany_sy26c,Sany,SY26C,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
sany-sy26u,mdl_sany_sy26u,Sany,SY26U,300x52.5Nx80,ready,yes,2,0,1,unknown,pass,
sany-sy35c,mdl_sany_sy35c,Sany,SY35C,300x52.5Kx88,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
sany-sy35u,mdl_sany_sy35u,Sany,SY35U,300x52.5Kx88,ready,yes,2,2,2,unknown,pass,
sany-sy50u,mdl_sany_sy50u,Sany,SY50U,400x72.5Kx74,ready,yes,4,1,3,unknown,pass,
sany-sy60c,mdl_sany_sy60c,Sany,SY60C,400x72.5Wx76,ready,no,2,1,1,unknown,review,missing_hero
sany-sy75c,mdl_sany_sy75c,Sany,SY75C,450x81.5x76,ready,yes,4,3,1,unknown,pass,
sany-sy80u,mdl_sany_sy80u,Sany,SY80U,450x81Nx78,ready,no,3,4,2,unknown,review,missing_hero
takeuchi-tb020,mdl_takeuchi_tb020,Takeuchi,TB020,300x52.5Nx76,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
takeuchi-tb025,mdl_takeuchi_tb025,Takeuchi,TB025,300x52.5Nx78,ready,no,2,5,2,unknown,review,missing_hero
takeuchi-tb035,mdl_takeuchi_tb035,Takeuchi,TB035,350x52.5x86,ready,no,6,6,1,unknown,review,missing_hero
takeuchi-tb045,mdl_takeuchi_tb045,Takeuchi,TB045,400x72.5Kx74,ready,no,8,6,3,unknown,review,missing_hero
takeuchi-tb053fr,mdl_takeuchi_tb053fr,Takeuchi,TB053FR,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
takeuchi-tb07,mdl_takeuchi_tb07,Takeuchi,TB07,180x72x37,ready,no,2,0,1,unknown,review,missing_hero
takeuchi-tb-070,mdl_takeuchi_tb070,Takeuchi,TB070,450x81Nx76,ready,no,6,4,2,unknown,review,missing_hero
takeuchi-tb-108,mdl_takeuchi_tb108,Takeuchi,TB108,180x72x37,ready,no,1,0,1,unknown,review,missing_hero
takeuchi-tb125,mdl_takeuchi_tb125,Takeuchi,TB125,300x52.5Nx78,ready,no,2,6,2,unknown,review,missing_hero
takeuchi-tb135,mdl_takeuchi_tb135,Takeuchi,TB135,350x52.5x86,ready,yes,6,7,1,unknown,pass,
takeuchi-tb138,mdl_takeuchi_tb138,Takeuchi,TB138,350x52.5x86,ready,no,3,0,1,unknown,review,missing_hero
takeuchi-tb138fr,mdl_takeuchi_tb138fr,Takeuchi,TB138FR,350x52.5x86,ready,no,6,6,1,unknown,review,missing_hero
takeuchi-tb145,mdl_takeuchi_tb145,Takeuchi,TB145,400x72.5Kx74,ready,no,4,7,3,unknown,review,missing_hero
takeuchi-tb153fr,mdl_takeuchi_tb153fr,Takeuchi,TB153FR,400x72.5Kx74,ready,no,4,6,3,unknown,review,missing_hero
takeuchi-tb-15f,mdl_takeuchi_tb15f,Takeuchi,TB15F,230x48x70,ready,no,4,0,1,unknown,review,missing_hero
takeuchi-tb15fr,mdl_takeuchi_tb15fr,Takeuchi,TB15FR,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
takeuchi-tb175,mdl_takeuchi_tb175,Takeuchi,TB175,450x81Nx76,ready,no,4,7,2,unknown,review,missing_hero
takeuchi-tb180fr,mdl_takeuchi_tb180fr,Takeuchi,TB180FR,450x81Nx76,ready,yes,4,7,2,unknown,pass,
takeuchi-tb225,mdl_takeuchi_tb225,Takeuchi,TB225,300x52.5Nx78,ready,yes,2,1,2,unknown,pass,
takeuchi-tb228,mdl_takeuchi_tb228,Takeuchi,TB228,300x52.5Nx78,ready,yes,2,6,2,unknown,pass,
takeuchi-tb230,mdl_takeuchi_tb230,Takeuchi,TB230,300x52.5Nx78,ready,yes,2,7,2,unknown,pass,
takeuchi-tb235,mdl_takeuchi_tb235,Takeuchi,TB235,350x52.5x86,ready,yes,6,6,1,unknown,pass,
takeuchi-tb235-2,mdl_takeuchi_tb235_2,Takeuchi,TB235-2,350x52.5x86,ready,no,2,4,1,unknown,review,missing_hero
takeuchi-tb240,mdl_takeuchi_tb240,Takeuchi,TB240,350x52.5x86,ready,yes,5,6,1,unknown,pass,
takeuchi-tb245,mdl_takeuchi_tb245,Takeuchi,TB245,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
takeuchi-tb-249,mdl_takeuchi_tb249,Takeuchi,TB249,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
takeuchi-tb250,mdl_takeuchi_tb250,Takeuchi,TB250,400x72.5Kx74,ready,yes,4,6,3,unknown,pass,
takeuchi-tb250-2,mdl_takeuchi_tb250_2,Takeuchi,TB250-2,400x72.5Kx74,ready,yes,2,2,3,unknown,pass,
takeuchi-tb257fr,mdl_takeuchi_tb257fr,Takeuchi,TB257FR,400x72.5Kx74,ready,yes,8,0,3,unknown,pass,
takeuchi-tb260,mdl_takeuchi_tb260,Takeuchi,TB260,400x72.5Wx76,ready,yes,3,2,1,unknown,pass,
takeuchi-tb260r,mdl_takeuchi_tb260r,Takeuchi,TB260R,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
takeuchi-tb280fr,mdl_takeuchi_tb280fr,Takeuchi,TB280FR,450x81Nx76,ready,yes,4,3,2,unknown,pass,
takeuchi-tb285,mdl_takeuchi_tb285,Takeuchi,TB285,450x81Nx76,ready,yes,4,5,2,unknown,pass,
takeuchi-tb290,mdl_takeuchi_tb290,Takeuchi,TB290,450x81Nx76,ready,yes,4,6,2,unknown,pass,
takeuchi-tb370,mdl_takeuchi_tb370,Takeuchi,TB370,400x72.5Kx74,ready,yes,2,1,3,unknown,pass,
takeuchi-tb38fr,mdl_takeuchi_tb38fr,Takeuchi,TB38FR,350x52.5x86,ready,no,12,2,1,unknown,review,missing_hero
takeuchi-tb-53fr,mdl_takeuchi_tb53fr,Takeuchi,TB53FR,400x72.5Kx74,ready,no,4,6,3,unknown,review,missing_hero
takeuchi-tb80fr,mdl_takeuchi_tb80fr,Takeuchi,TB80FR,450x81Nx76,ready,no,7,4,2,unknown,review,missing_hero
takeuchi-tl10,mdl_takeuchi_tl10,Takeuchi,TL10,450x100x48,ready,no,12,4,1,unknown,review,missing_hero
takeuchi-tl10v2,mdl_takeuchi_tl10v2,Takeuchi,TL10V2,320x86x52,ready,yes,25,4,2,unknown,pass,
takeuchi-tl12,mdl_takeuchi_tl12,Takeuchi,TL12,450x100x50,ready,no,6,4,1,unknown,review,missing_hero
takeuchi-tl12r2,mdl_takeuchi_tl12r2,Takeuchi,TL12R2,450x86Bx60,ready,yes,14,5,1,unknown,pass,
takeuchi-tl12v2,mdl_takeuchi_tl12v2,Takeuchi,TL12V2,450x100x50,ready,yes,34,6,2,unknown,pass,
takeuchi-tl130,mdl_takeuchi_tl130,Takeuchi,TL130,320x86x52,ready,yes,12,4,2,unknown,pass,
takeuchi-tl140,mdl_takeuchi_tl140,Takeuchi,TL140,450x100x48,ready,yes,6,5,1,unknown,pass,
takeuchi-tl150,mdl_takeuchi_tl150,Takeuchi,TL150,450x100x50,ready,yes,12,4,1,unknown,pass,
takeuchi-tl230,mdl_takeuchi_tl230,Takeuchi,TL230,320x86x52,ready,no,5,4,2,unknown,review,missing_hero
takeuchi-tl230-2,mdl_takeuchi_tl230_2,Takeuchi,TL230-2,320x86x52,ready,no,4,4,1,unknown,review,missing_hero
takeuchi-tl240,mdl_takeuchi_tl240,Takeuchi,TL240,450x100x48,ready,yes,6,4,1,unknown,pass,
takeuchi-tl250,mdl_takeuchi_tl250,Takeuchi,TL250,450x100x50,ready,yes,6,4,1,unknown,pass,
takeuchi-tl26,mdl_takeuchi_tl26,Takeuchi,TL26,320x86x48,ready,no,2,0,1,unknown,review,missing_hero
takeuchi-tl6r,mdl_takeuchi_tl6r,Takeuchi,TL6R,320x86Bx50,ready,yes,22,3,1,unknown,pass,
takeuchi-tl8,mdl_takeuchi_tl8,Takeuchi,TL8,320x86x52,ready,no,8,4,2,unknown,review,missing_hero
takeuchi-tl8r2,mdl_takeuchi_tl8r2,Takeuchi,TL8R2,320x86x52,ready,yes,32,4,2,unknown,pass,
terex-am37r,mdl_terex_am37r,Terex,AM37R,300x52.5x86,ready,no,3,1,1,unknown,review,missing_hero
terex-hr18,mdl_terex_hr18,Terex,HR18,400x72.5Kx72,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
terex-pt-100,mdl_terex_pt_100,Terex,PT-100,457x101.6x51,ready,no,2,1,0,unknown,review,missing_hero
terex-pt-110f,mdl_terex_pt_110f,Terex,PT-110F,,partial,no,2,0,0,unknown,review,missing_hero;missing_primary_track_size
terex-pt30,mdl_terex_pt_30,Terex,PT-30,,blocked,yes,0,0,0,unknown,fail,blocked;no_products;missing_primary_track_size
terex-pt-50,mdl_terex_pt_50,Terex,PT-50,,partial,no,1,2,0,unknown,review,missing_hero;missing_primary_track_size
terex-pt-60,mdl_terex_pt_60,Terex,PT-60,,partial,no,1,2,0,unknown,review,missing_hero;missing_primary_track_size
terex-pt100f,mdl_terex_pt100f,Terex,PT100F,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
terex-pt100g,mdl_terex_pt100g,Terex,PT100G,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
terex-pt110,mdl_terex_pt110,Terex,PT110,457x101.6x51,ready,no,2,0,1,unknown,review,missing_hero
terex-pt-110-forestry,mdl_terex_pt110forestry,Terex,PT110FORESTRY,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
terex-pt-75,mdl_terex_pt75,Terex,PT75,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
terex-r190t,mdl_terex_r190t,Terex,R190T,,partial,yes,1,0,0,unknown,review,missing_primary_track_size
terex-r265t,mdl_terex_r265t,Terex,R265T,457x101.6x51,ready,yes,2,0,1,unknown,pass,
terex-r350t,mdl_terex_r350t,Terex,R350T,,partial,no,2,0,0,unknown,review,missing_hero;missing_primary_track_size
terex-sr-80,mdl_terex_sr_80,Terex,SR-80,,partial,no,2,3,0,unknown,review,missing_hero;missing_primary_track_size
terex-st50,mdl_terex_st50,Terex,ST50,450x86Bx56,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
terex-tc37,mdl_terex_tc_37,Terex,TC-37,300x52.5x86,ready,no,1,0,1,unknown,review,missing_hero
terex-tc20,mdl_terex_tc20,Terex,TC20,300x52.5Nx76,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
terex-tc35-2,mdl_terex_tc35_2,Terex,TC35-2,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
terex-tc60,mdl_terex_tc60,Terex,TC60,400x72.5Wx76,ready,no,2,2,1,unknown,review,missing_hero
vermeer-20x22,mdl_vermeer_20x22,Vermeer,20X22,230x72x39,ready,no,1,0,1,unknown,review,missing_hero
vermeer-ctx100,mdl_vermeer_ctx100,Vermeer,CTX100,230x72Kx45,ready,yes,3,0,1,unknown,pass,
vermeer-ctx160,mdl_vermeer_ctx160,Vermeer,CTX160,230x72Kx45,ready,yes,3,0,1,unknown,pass,
vermeer-d20x22,mdl_vermeer_d20x22,Vermeer,D20X22,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
vermeer-rtx450,mdl_vermeer_rtx450,Vermeer,RTX450,381x100.5x42,ready,no,1,0,0,unknown,review,missing_hero
vermeer-s400tx,mdl_vermeer_s400tx,Vermeer,S400TX,180x72x39,ready,no,4,0,1,unknown,review,missing_hero
vermeer-s600tx,mdl_vermeer_s600tx,Vermeer,S600TX,180x72x39,ready,yes,4,0,1,unknown,pass,
vermeer-s725tx,mdl_vermeer_s725tx,Vermeer,S725TX,180x72Kx45,ready,yes,3,0,1,unknown,pass,
vermeer-s800tx,mdl_vermeer_s800tx,Vermeer,S800TX,230x72Kx45,ready,yes,3,0,1,unknown,pass,
vermeer-s925tx,mdl_vermeer_s925tx,Vermeer,S925TX,230x72Kx45,ready,yes,3,0,1,unknown,pass,
volvo-ec-20b-xtv,mdl_volvo_ec_20b_xtv,Volvo,EC 20B XTV,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec-20c,mdl_volvo_ec_20c,Volvo,EC-20C,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec15,mdl_volvo_ec15,Volvo,EC15,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
volvo-ec15b,mdl_volvo_ec15b,Volvo,EC15B,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
volvo-ec15xr,mdl_volvo_ec15xr,Volvo,EC15XR,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
volvo-ec20,mdl_volvo_ec20,Volvo,EC20,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec20b,mdl_volvo_ec20b,Volvo,EC20B,300x52.5Nx76,ready,no,1,0,2,unknown,review,missing_hero
volvo-ec-20d,mdl_volvo_ec20d,Volvo,EC20D,230x48x72,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
volvo-ec20e,mdl_volvo_ec20e,Volvo,EC20E,300x52.5Nx76,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
volvo-ec-20t,mdl_volvo_ec20t,Volvo,EC20T,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec-20tb,mdl_volvo_ec20tb,Volvo,EC20TB,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec-20v,mdl_volvo_ec20v,Volvo,EC20V,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec-20vb,mdl_volvo_ec20vb,Volvo,EC20VB,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec-20xt,mdl_volvo_ec20xt,Volvo,EC20XT,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec-20xtv,mdl_volvo_ec20xtv,Volvo,EC20XTV,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
volvo-ec25,mdl_volvo_ec25,Volvo,EC25,300x52.5Nx78,ready,no,2,4,2,unknown,review,missing_hero
volvo-ec-25x,mdl_volvo_ec25x,Volvo,EC25X,300x52.5Nx78,ready,no,2,2,2,unknown,review,missing_hero
volvo-ec-25xt,mdl_volvo_ec25xt,Volvo,EC25XT,300x52.5Nx78,ready,no,2,2,2,unknown,review,missing_hero
volvo-ec27c,mdl_volvo_ec27c,Volvo,EC27C,300x52.5Nx78,ready,no,2,4,2,unknown,review,missing_hero
volvo-ec27d,mdl_volvo_ec27d,Volvo,EC27D,300x52.5Nx78,ready,yes,2,3,2,unknown,pass,
